customer_id,data_known,gender,age,tariff,dropped_calls,handset,peak_mins,peak_rate,bill_peak,offpeak_mins,offpeak_rate,bill_offpeak,gadget_A,gadget_B,gadget_C,gadget_D,gadget_A_revenues,gadget_B_revenues,gadget_C_revenues,gadget_D_revenues
N120480,yes,Female,27,CAT 200,1,S50,946.2,10,94.62,522,5,26.1,T,T,T,T,7,16,33,39
N347510,yes,Male,41,CAT 100,0,BS110,466.800001,15,70.02000015,220.199999,5,11.00999995,F,F,T,T,0,0,26,35
N273060,yes,Female,54,Play 300,5,S80,486.6,25,121.65,365.100001,2,7.30200002,T,F,F,F,12,0,0,0
N334460,yes,Female,14,CAT 50,1,BS110,141,15,21.15,28.5,5,1.425,F,F,F,F,0,0,0,0
N242690,yes,Male,81,Play 300,0,S50,217.8,25,54.45,654.9,2,13.098,F,F,F,F,0,0,0,0
N263010,yes,Female,35,Play 100,2,BS210,13.199999,25,3.29999975,613.800001,5,30.69000005,F,F,F,F,0,0,0,0
N164320,yes,Female,28,Play 300,2,S80,629.4,25,157.35,1007.7,2,20.154,F,T,T,T,0,18,31,40
N135150,yes,Female,31,CAT 200,0,S50,1730.4,10,173.04,303.300001,5,15.16500005,F,F,F,F,0,0,0,0
N231780,yes,Female,27,Play 100,1,S50,90.600001,25,22.65000025,131.100001,5,6.55500005,T,T,F,T,6,19,0,37
N311100,yes,Male,17,CAT 200,2,S50,1855.8,10,185.58,482.699999,5,24.13499995,F,F,F,F,0,0,0,0
N197070,yes,Male,14,CAT 200,1,ASAD90,1974,10,197.4,39.899999,5,1.99499995,T,F,T,T,12,0,31,41
N197340,yes,Male,19,CAT 200,0,ASAD90,834.599999,10,83.4599999,245.1,5,12.255,T,T,T,F,10,22,30,0
N115000,yes,Female,27,CAT 200,5,S80,1633.2,10,163.32,310.499999,5,15.52499995,F,F,F,F,0,0,0,0
N290510,yes,Male,26,CAT 100,1,BS110,625.799999,15,93.86999985,249,5,12.45,T,T,F,T,9,19,0,41
N241330,yes,Male,33,Play 100,1,BS110,72.600001,25,18.15000025,456.3,5,22.815,F,F,F,F,0,0,0,0
N143890,yes,Male,27,CAT 200,6,S50,2467.2,10,246.72,218.4,5,10.92,T,T,T,T,11,18,31,40
N396630,yes,Male,24,Play 300,1,ASAD90,206.4,25,51.6,625.199999,2,12.50399998,T,T,T,F,11,24,26,0
N348450,yes,Female,21,CAT 100,8,WC95,554.399999,15,83.15999985,114,5,5.7,F,F,F,F,0,0,0,0
N203600,yes,Female,25,CAT 200,0,ASAD170,993.6,10,99.36,492,5,24.6,T,T,T,T,7,23,31,39
N292440,yes,Male,14,CAT 100,2,S50,552,15,82.8,402.9,5,20.145,T,T,T,T,14,20,34,36
N312960,yes,Male,34,CAT 200,1,S50,660,10,66,367.8,5,18.39,F,F,F,F,0,0,0,0
N120370,yes,Male,61,CAT 200,0,S80,1591.8,10,159.18,211.2,5,10.56,T,F,T,T,6,0,27,40
N113460,yes,Male,27,CAT 200,0,ASAD90,963,10,96.3,585.6,5,29.28,T,T,T,F,9,24,33,0
N317680,yes,Male,37,CAT 200,0,S50,961.8,10,96.18,121.500001,5,6.07500005,T,T,T,T,8,19,26,36
N129600,yes,Female,32,CAT 200,1,ASAD90,1051.8,10,105.18,643.2,5,32.16,F,F,F,F,0,0,0,0
N336730,yes,Female,21,CAT 100,2,WC95,287.4,15,43.11,121.499999,5,6.07499995,F,F,F,F,0,0,0,0
N271170,yes,Female,23,Play 100,1,S80,107.4,25,26.85,357.599999,5,17.87999995,F,F,F,F,0,0,0,0
N138860,yes,Female,38,CAT 200,9,S50,1285.2,10,128.52,46.2,5,2.31,F,T,T,F,0,17,26,0
N342270,yes,Male,18,CAT 100,2,CAS30,505.2,15,75.78,366.599999,5,18.32999995,F,F,F,F,0,0,0,0
N358510,yes,Female,39,CAT 200,0,CAS30,605.4,10,60.54,389.4,5,19.47,F,F,F,F,0,0,0,0
N164880,yes,Male,35,Play 300,1,ASAD170,225.599999,25,56.39999975,503.099999,2,10.06199998,F,F,F,F,0,0,0,0
N140700,yes,Female,29,CAT 200,1,ASAD170,1640.399999,10,164.0399999,460.500001,5,23.02500005,T,T,F,F,10,18,0,0
N166650,yes,Female,18,CAT 100,2,ASAD90,558,15,83.7,375.3,5,18.765,T,F,T,T,8,0,30,40
N126090,yes,Female,50,CAT 200,2,ASAD170,1357.799999,10,135.7799999,202.799999,5,10.13999995,F,F,T,T,0,0,24,36
N194340,yes,Male,12,CAT 200,0,S50,2101.799998,10,210.1799998,160.200002,5,8.0100001,F,F,F,F,0,0,0,0
N183560,yes,Male,22,CAT 200,1,S50,1368.6,10,136.86,162.900001,5,8.14500005,T,T,T,T,14,21,28,43
N141610,yes,Male,,CAT 200,9,ASAD170,684,10,68.4,577.500001,5,28.87500005,T,T,T,T,11,19,32,40
N372930,yes,Male,61,CAT 50,3,CAS30,216,15,32.4,78.300001,5,3.91500005,F,F,F,F,0,0,0,0
N260210,yes,Male,36,Play 100,0,BS210,349.2,25,87.3,361.8,5,18.09,T,T,T,T,14,21,29,41
N363310,yes,Male,28,CAT 200,0,S50,1071,10,107.1,494.1,5,24.705,F,F,T,F,0,0,28,0
N258060,yes,Female,27,CAT 100,1,BS210,826.8,15,124.02,148.5,5,7.425,T,T,T,T,10,21,30,39
N180350,yes,Male,17,CAT 200,2,ASAD90,1332,10,133.2,190.200001,5,9.51000005,F,F,F,F,0,0,0,0
N160570,yes,Male,44,Play 300,8,S80,166.799999,25,41.69999975,483.299999,2,9.66599998,T,T,T,T,10,21,31,34
N395820,yes,Male,24,Play 300,2,S80,274.199999,25,68.54999975,670.800001,2,13.41600002,F,F,F,F,0,0,0,0
N219280,yes,Male,33,Play 100,2,S50,87.6,25,21.9,289.5,5,14.475,F,F,F,F,0,0,0,0
N274660,yes,Male,13,Play 300,1,BS210,289.800001,25,72.45000025,535.800001,2,10.71600002,F,T,T,T,0,19,31,40
N103050,yes,Female,52,CAT 100,1,ASAD90,637.2,15,95.58,282.6,5,14.13,F,F,F,F,0,0,0,0
N413410,yes,Female,59,Play 100,15,SOP20,130.2,25,32.55,494.7,5,24.735,T,T,F,T,9,18,0,38
N143230,yes,Male,33,CAT 200,0,S50,960.6,10,96.06,79.2,5,3.96,T,T,T,T,5,23,29,41
N131270,yes,Male,28,CAT 200,1,S50,1117.799999,10,111.7799999,706.499999,5,35.32499995,T,T,T,T,9,18,31,40
N288620,yes,Female,52,CAT 100,1,CAS30,523.8,15,78.57,88.5,5,4.425,F,F,F,F,0,0,0,0
N181700,yes,Female,12,CAT 200,5,ASAD90,1154.4,10,115.44,278.4,5,13.92,F,T,T,T,0,25,30,39
N140000,yes,Female,39,CAT 200,5,S50,1396.200001,10,139.6200001,361.799999,5,18.08999995,T,T,F,T,5,20,0,39
N343690,yes,Male,21,CAT 100,11,S50,619.2,15,92.88,0,5,0,F,F,F,F,0,0,0,0
N243190,yes,Female,26,CAT 50,2,BS110,70.8,15,10.62,16.8,5,0.84,F,F,F,F,0,0,0,0
N165970,yes,Male,23,CAT 100,2,ASAD90,680.4,15,102.06,37.5,5,1.875,T,T,T,F,8,16,31,0
N233310,yes,Male,28,CAT 100,0,BS110,498.6,15,74.79,123.900001,5,6.19500005,T,F,F,F,7,0,0,0
N291940,yes,Female,28,CAT 100,2,WC95,650.4,15,97.56,210.9,5,10.545,T,T,T,T,16,20,28,40
N254600,yes,Male,17,CAT 100,1,BS210,633,15,94.95,314.1,5,15.705,F,F,F,F,0,0,0,0
N339300,yes,Female,13,CAT 100,6,BS110,432.599999,15,64.88999985,209.7,5,10.485,F,F,T,F,0,0,31,0
N319190,yes,Female,53,CAT 200,7,WC95,1530.6,10,153.06,271.8,5,13.59,F,F,F,F,0,0,0,0
N292350,yes,Male,18,CAT 100,1,BS110,499.2,15,74.88,44.1,5,2.205,T,T,T,F,12,21,30,0
N319330,yes,Male,25,CAT 200,8,BS110,2566.200001,10,256.6200001,554.099999,5,27.70499995,F,T,F,T,0,16,0,38
N226500,yes,Male,13,Play 100,2,S50,102.599999,25,25.64999975,343.8,5,17.19,T,F,T,T,9,0,32,41
N325490,yes,Female,29,CAT 200,0,WC95,855,10,85.5,160.2,5,8.01,F,T,F,T,0,21,0,40
N333460,yes,Male,32,CAT 50,2,S50,195,15,29.25,64.5,5,3.225,F,F,F,F,0,0,0,0
N108330,yes,Female,60,CAT 100,1,S80,695.4,15,104.31,111.9,5,5.595,T,T,T,F,11,20,25,0
N404630,yes,Female,34,CAT 200,13,SOP10,727.799999,10,72.7799999,339.299999,5,16.96499995,T,T,T,F,8,17,30,0
N404610,yes,Female,18,CAT 200,12,S50,1318.199999,10,131.8199999,115.199999,5,5.75999995,T,T,T,F,9,18,29,0
N235990,yes,Female,28,CAT 200,0,S50,1365,10,136.5,461.4,5,23.07,F,T,F,F,0,20,0,0
N249720,yes,Male,19,CAT 100,2,BS110,556.800001,15,83.52000015,18.3,5,0.915,T,T,T,F,11,18,30,0
N392140,yes,Male,16,Play 300,7,ASAD90,526.8,25,131.7,555,2,11.1,F,F,F,F,0,0,0,0
N330880,yes,Female,19,CAT 50,2,WC95,275.400001,15,41.31000015,90,5,4.5,T,T,T,T,11,17,27,37
N259730,yes,Female,61,CAT 50,11,S80,393,15,58.95,62.100002,5,3.1050001,F,F,F,F,0,0,0,0
N184440,yes,Male,24,CAT 200,0,ASAD90,1146,10,114.6,33.9,5,1.695,F,T,T,T,0,23,28,42
N356720,yes,Male,49,CAT 200,0,S50,1291.799999,10,129.1799999,233.100001,5,11.65500005,T,T,T,F,9,19,29,0
N195620,yes,Male,16,CAT 200,2,ASAD90,987,10,98.7,676.8,5,33.84,T,F,T,T,10,0,29,36
N104430,yes,Male,31,CAT 100,0,ASAD170,834.599999,15,125.1899999,57.599999,5,2.87999995,F,F,F,F,0,0,0,0
N321800,yes,Male,17,CAT 200,1,CAS30,1515.6,10,151.56,255.300001,5,12.76500005,F,F,F,F,0,0,0,0
N330800,yes,Female,53,CAT 50,0,WC95,334.200001,15,50.13000015,37.799999,5,1.88999995,F,F,F,F,0,0,0,0
N369120,yes,Male,43,CAT 200,1,S50,732,10,73.2,279,5,13.95,T,T,T,F,9,25,32,0
N306490,yes,Female,22,CAT 200,1,WC95,670.2,10,67.02,479.7,5,23.985,F,F,F,F,0,0,0,0
N293540,yes,Female,27,CAT 100,0,CAS30,508.199999,15,76.22999985,367.199999,5,18.35999995,T,T,F,T,10,18,0,38
N307080,yes,Female,15,CAT 200,1,BS110,958.799999,10,95.8799999,25.200001,5,1.26000005,F,F,F,F,0,0,0,0
N285770,yes,Female,33,CAT 100,2,CAS30,636,15,95.4,320.7,5,16.035,F,F,F,F,0,0,0,0
N171860,yes,Male,20,CAT 200,2,ASAD90,1746,10,174.6,577.199999,5,28.85999995,T,T,T,T,10,20,31,38
N392230,yes,Male,35,Play 300,2,ASAD90,301.8,25,75.45,439.5,2,8.79,F,F,T,F,0,0,30,0
N401480,yes,Male,17,CAT 200,13,S50,1371,10,137.1,150.600001,5,7.53000005,T,F,T,T,10,0,26,43
N179780,yes,Male,23,CAT 200,1,S50,2227.799999,10,222.7799999,530.7,5,26.535,F,T,T,T,0,13,29,42
N390180,yes,Female,42,Play 300,0,WC95,366.6,25,91.65,484.2,2,9.684,T,F,T,T,11,0,35,39
N106790,yes,Female,41,CAT 100,1,ASAD90,473.4,15,71.01,332.699999,5,16.63499995,T,T,T,T,9,19,29,35
N133530,yes,Male,52,CAT 200,2,S50,894,10,89.4,366,5,18.3,F,F,F,F,0,0,0,0
N397580,yes,Female,63,CAT 100,13,SOP10,523.2,15,78.48,168.9,5,8.445,F,F,T,F,0,0,30,0
N184790,yes,Female,12,CAT 200,11,S50,798,10,79.8,380.4,5,19.02,T,T,T,F,13,19,32,0
N406300,yes,Male,42,CAT 200,14,SOP20,1205.399999,10,120.5399999,118.5,5,5.925,F,F,F,F,0,0,0,0
N116250,yes,Male,40,CAT 200,2,S80,1661.4,10,166.14,505.2,5,25.26,F,F,F,F,0,0,0,0
N322880,yes,Female,21,CAT 200,7,WC95,861.600001,10,86.1600001,615,5,30.75,T,F,F,F,8,0,0,0
N373610,yes,Female,42,CAT 50,2,WC95,336,15,50.4,63.9,5,3.195,F,T,F,F,0,17,0,0
N415350,yes,Female,39,Play 100,12,S50,225.600001,25,56.40000025,477.3,5,23.865,T,T,T,T,10,20,33,39
N327870,yes,Male,15,CAT 50,0,S50,346.2,15,51.93,61.500001,5,3.07500005,T,T,T,T,7,17,29,37
N329910,yes,Female,59,CAT 50,2,WC95,388.8,15,58.32,26.7,5,1.335,F,F,F,F,0,0,0,0
N385050,yes,Female,29,Play 100,1,WC95,104.399999,25,26.09999975,429.3,5,21.465,F,F,F,F,0,0,0,0
N409280,yes,Female,13,CAT 200,12,SOP10,931.799999,10,93.1799999,202.200001,5,10.11000005,T,T,F,T,8,21,0,39
N404290,yes,Female,46,CAT 200,14,SOP10,610.8,10,61.08,549,5,27.45,F,F,F,F,0,0,0,0
N321190,yes,Male,12,CAT 200,0,S50,1468.2,10,146.82,180.3,5,9.015,F,F,F,F,0,0,0,0
N328970,yes,Female,20,CAT 50,2,BS110,262.800001,15,39.42000015,105.6,5,5.28,T,T,T,T,7,17,31,37
N293450,yes,Female,15,CAT 100,0,BS110,790.199999,15,118.5299999,20.100001,5,1.00500005,T,T,T,F,10,21,33,0
N251530,yes,Male,22,CAT 200,3,BS110,1230.600001,10,123.0600001,34.8,5,1.74,F,F,F,F,0,0,0,0
N204620,yes,Female,16,Play 100,0,S50,326.399999,25,81.59999975,324,5,16.2,T,T,T,T,9,19,29,41
N380140,yes,Male,46,Play 100,1,CAS60,233.4,25,58.35,288.3,5,14.415,F,F,F,F,0,0,0,0
N275320,yes,Male,30,Play 300,0,BS210,427.8,25,106.95,482.700001,2,9.65400002,F,F,F,F,0,0,0,0
N122700,yes,Male,29,CAT 200,1,S50,1793.4,10,179.34,468,5,23.4,F,T,T,F,0,13,26,0
N165280,yes,Male,33,Play 300,2,ASAD170,336.6,25,84.15,663.3,2,13.266,T,T,T,T,6,13,26,38
N341780,yes,Female,41,CAT 100,1,CAS30,371.4,15,55.71,265.5,5,13.275,F,F,F,F,0,0,0,0
N323750,yes,Female,22,CAT 200,2,WC95,771.6,10,77.16,329.4,5,16.47,T,T,T,T,14,18,31,39
N123320,yes,Female,41,CAT 200,4,S80,644.399999,10,64.4399999,505.8,5,25.29,F,T,F,F,0,20,0,0
N172090,yes,Female,23,CAT 200,1,ASAD90,2056.8,10,205.68,462,5,23.1,F,T,T,T,0,18,28,41
N204980,yes,Female,16,Play 100,2,ASAD170,300,25,75,394.799999,5,19.73999995,F,T,T,T,0,18,27,37
N170720,yes,Female,22,CAT 100,2,S50,670.8,15,100.62,175.2,5,8.76,F,T,T,T,0,17,34,39
N232420,yes,Female,29,Play 100,10,BS110,70.799999,25,17.69999975,122.7,5,6.135,F,F,F,F,0,0,0,0
N366610,yes,Male,13,CAT 200,0,S50,1100.399999,10,110.0399999,74.399999,5,3.71999995,T,T,T,T,11,19,28,38
N266420,yes,Female,64,Play 100,5,S80,76.8,25,19.2,421.500002,5,21.0750001,T,T,T,F,11,23,29,0
N342610,yes,Male,32,CAT 100,1,S50,501,15,75.15,290.7,5,14.535,T,T,F,T,9,19,0,40
N144070,yes,Male,32,CAT 200,2,ASAD90,751.8,10,75.18,304.8,5,15.24,T,T,F,T,6,22,0,37
N336770,yes,Male,22,CAT 100,1,S50,482.4,15,72.36,300.9,5,15.045,T,T,T,T,14,17,29,40
N166720,yes,Female,15,CAT 100,0,ASAD170,602.4,15,90.36,289.500001,5,14.47500005,T,T,T,T,11,21,28,41
N262830,yes,Male,31,Play 100,10,S80,75.6,25,18.9,363.6,5,18.18,F,T,T,T,0,21,27,43
N136010,yes,Female,31,CAT 200,1,ASAD90,1063.799999,10,106.3799999,187.500002,5,9.3750001,T,T,F,T,12,14,0,42
N155090,yes,Male,55,CAT 200,2,ASAD170,1134.6,10,113.46,492,5,24.6,T,T,T,T,4,23,31,42
N132570,yes,Female,27,CAT 200,1,ASAD90,1350.6,10,135.06,173.7,5,8.685,F,T,T,T,0,21,26,39
N142500,yes,Male,62,CAT 200,8,ASAD90,1208.400001,10,120.8400001,710.400001,5,35.52000005,T,F,F,T,12,0,0,38
N254150,yes,Male,38,CAT 100,2,S80,844.199999,15,126.6299999,49.199999,5,2.45999995,F,F,F,F,0,0,0,0
N387130,yes,Male,13,Play 100,7,S80,135,25,33.75,477,5,23.85,F,F,F,F,0,0,0,0
N242350,yes,Male,24,Play 300,1,S50,81,25,20.25,750.299999,2,15.00599998,F,T,T,T,0,18,30,36
N258630,yes,Female,23,CAT 50,1,S80,405,15,60.75,49.200001,5,2.46000005,T,F,T,T,10,0,25,41
N392350,yes,Female,22,Play 300,0,WC95,226.799999,25,56.69999975,576.599999,2,11.53199998,F,F,F,F,0,0,0,0
N161840,yes,Male,27,Play 300,0,ASAD170,115.799999,25,28.94999975,609.299999,2,12.18599998,F,F,F,F,0,0,0,0
N148730,yes,Female,56,CAT 200,2,S80,911.4,10,91.14,40.500001,5,2.02500005,T,T,F,T,10,23,0,40
N368570,yes,Female,21,CAT 200,1,WC95,1899,10,189.9,170.4,5,8.52,F,F,F,F,0,0,0,0
N173480,yes,Female,14,CAT 200,2,ASAD170,1109.399999,10,110.9399999,394.8,5,19.74,F,T,T,T,0,21,28,39
N335460,yes,Male,15,CAT 50,3,S50,318.6,15,47.79,85.2,5,4.26,T,T,F,T,14,19,0,40
N170050,yes,Male,24,CAT 100,0,ASAD90,679.2,15,101.88,171.900001,5,8.59500005,F,T,T,T,0,21,30,41
N102670,yes,Female,33,CAT 100,1,ASAD90,453.6,15,68.04,325.500001,5,16.27500005,T,T,F,T,7,16,0,38
N398760,yes,Male,23,CAT 100,12,SOP10,564.6,15,84.69,120.6,5,6.03,F,T,T,F,0,19,31,0
N213290,yes,Female,13,Play 100,1,CAS30,42,25,10.5,64.8,5,3.24,F,F,F,F,0,0,0,0
N336460,yes,Female,19,CAT 100,8,BS110,450.600001,15,67.59000015,121.499999,5,6.07499995,F,F,F,F,0,0,0,0
N176080,yes,Male,24,CAT 200,1,ASAD170,928.200002,10,92.8200002,566.4,5,28.32,T,T,T,T,11,14,28,43
N258560,yes,Female,25,CAT 50,2,S80,342,15,51.3,145.2,5,7.26,F,F,F,F,0,0,0,0
N416260,yes,Female,60,Play 300,13,BS110,693,25,173.25,624.3,2,12.486,T,F,T,T,9,0,31,38
N362720,yes,Male,42,CAT 200,4,S50,596.399999,10,59.6399999,417,5,20.85,T,F,T,T,11,0,31,40
N208550,yes,Male,16,Play 300,0,ASAD90,429,25,107.25,407.099999,2,8.14199998,F,F,F,F,0,0,0,0
N283050,yes,Male,33,CAT 100,0,CAS30,535.800001,15,80.37000015,156,5,7.8,T,F,F,F,12,0,0,0
N287200,yes,Female,39,CAT 100,1,WC95,743.4,15,111.51,20.1,5,1.005,F,F,F,F,0,0,0,0
N388660,yes,Male,13,Play 300,0,S80,805.2,25,201.3,846.3,2,16.926,T,F,F,F,6,0,0,0
N319200,yes,Female,21,CAT 200,2,WC95,1650,10,165,210,5,10.5,T,T,T,T,9,20,30,43
N320810,yes,Female,26,CAT 200,2,CAS30,865.199999,10,86.5199999,282,5,14.1,T,F,T,T,10,0,26,41
N210900,yes,Female,19,Play 300,2,ASAD90,153.599999,25,38.39999975,713.400001,2,14.26800002,T,F,T,F,10,0,32,0
N189680,yes,Female,16,CAT 200,6,ASAD90,837,10,83.7,500.4,5,25.02,T,T,T,T,9,16,32,40
N270030,yes,Male,14,Play 100,1,BS210,55.8,25,13.95,361.500001,5,18.07500005,F,F,F,F,0,0,0,0
N177140,yes,Female,17,CAT 200,0,ASAD170,1334.399999,10,133.4399999,118.500001,5,5.92500005,T,T,T,T,4,16,29,38
N243280,yes,Female,25,CAT 50,1,BS110,112.199999,15,16.82999985,0,5,0,F,F,F,F,0,0,0,0
N323590,yes,Female,33,CAT 200,3,WC95,1087.799999,10,108.7799999,268.799999,5,13.43999995,T,T,T,T,9,14,28,40
N298440,yes,Female,55,CAT 100,1,CAS30,484.8,15,72.72,125.400001,5,6.27000005,T,T,F,T,9,23,0,39
N191710,yes,Male,23,CAT 200,1,ASAD90,1143.600001,10,114.3600001,508.200001,5,25.41000005,T,T,T,T,9,20,36,37
N117610,yes,Male,51,CAT 200,0,S80,1348.8,10,134.88,291.6,5,14.58,T,T,T,T,11,22,29,40
N251520,yes,Male,42,CAT 200,1,BS110,1770.599999,10,177.0599999,163.5,5,8.175,F,T,F,F,0,19,0,0
N361200,yes,Male,47,CAT 200,0,S50,570,10,57,444.900001,5,22.24500005,F,F,F,T,0,0,0,41
N204450,yes,Male,19,Play 100,1,S50,146.400001,25,36.60000025,391.5,5,19.575,T,T,T,T,8,19,28,43
N392210,yes,Male,21,Play 300,2,ASAD90,260.399999,25,65.09999975,541.5,2,10.83,F,F,F,F,0,0,0,0
N343100,yes,Female,20,CAT 100,1,WC95,507,15,76.05,324.300001,5,16.21500005,T,T,T,F,8,19,33,0
N328220,yes,Male,34,CAT 50,2,S50,136.8,15,20.52,0,5,0,T,T,T,T,5,20,27,41
N143360,yes,Female,54,CAT 200,6,S80,604.800001,10,60.4800001,547.5,5,27.375,T,T,T,F,9,21,31,0
N323680,yes,Male,54,CAT 200,1,BS110,702.6,10,70.26,439.2,5,21.96,F,F,F,F,0,0,0,0
N115630,yes,Female,32,CAT 200,0,S50,1185.6,10,118.56,57.6,5,2.88,T,T,T,T,9,18,32,42
N126110,yes,Female,34,CAT 200,0,S80,1437.600001,10,143.7600001,312.600001,5,15.63000005,T,T,T,T,11,17,27,35
N290730,yes,Male,30,CAT 100,0,S50,285,15,42.75,258.600001,5,12.93000005,F,F,F,F,0,0,0,0
N362740,yes,Male,47,CAT 200,2,S50,1830,10,183,394.499999,5,19.72499995,F,F,F,F,0,0,0,0
N190100,yes,Female,21,CAT 200,1,S50,1288.2,10,128.82,371.1,5,18.555,T,T,T,T,6,13,25,49
N153060,yes,Female,31,CAT 200,0,ASAD90,968.4,10,96.84,186.6,5,9.33,T,T,T,T,7,19,29,38
N173580,yes,Female,18,CAT 200,0,ASAD170,1339.800001,10,133.9800001,418.5,5,20.925,T,T,T,T,7,20,34,34
N157490,yes,Female,39,Play 300,2,S50,570.6,25,142.65,599.1,2,11.982,T,F,T,T,10,0,25,41
N256830,yes,Female,18,CAT 100,1,BS210,762.6,15,114.39,144.300001,5,7.21500005,F,F,F,F,0,0,0,0
N181830,yes,Female,22,CAT 200,1,ASAD90,1861.200001,10,186.1200001,779.1,5,38.955,T,T,F,T,12,23,0,41
N360290,yes,Female,50,CAT 200,2,WC95,1757.4,10,175.74,411.899999,5,20.59499995,T,T,T,F,10,18,31,0
N148360,yes,Male,58,CAT 200,7,S80,1948.199999,10,194.8199999,183.899999,5,9.19499995,T,T,T,F,7,18,32,0
N186140,yes,Male,24,CAT 200,1,ASAD90,1747.800001,10,174.7800001,316.199999,5,15.80999995,F,T,F,F,0,15,0,0
N225890,yes,Female,33,Play 100,0,S50,147.6,25,36.9,234.299999,5,11.71499995,F,F,F,F,0,0,0,0
N180430,yes,Male,19,CAT 200,5,ASAD170,2001,10,200.1,347.100001,5,17.35500005,F,F,F,F,0,0,0,0
N119420,yes,Male,42,CAT 200,10,S50,1761,10,176.1,424.2,5,21.21,T,T,T,F,5,21,31,0
N398510,yes,Male,18,CAT 100,14,SOP10,787.800001,15,118.1700002,117,5,5.85,F,F,F,F,0,0,0,0
N108690,yes,Male,45,CAT 100,0,ASAD170,555.6,15,83.34,393.900001,5,19.69500005,F,T,T,T,0,20,31,42
N217710,yes,Female,33,Play 100,1,S50,55.800001,25,13.95000025,115.800001,5,5.79000005,T,T,F,F,11,15,0,0
N390060,yes,Male,14,Play 300,0,S80,463.199999,25,115.7999998,772.800001,2,15.45600002,T,T,F,F,9,20,0,0
N117040,yes,Male,34,CAT 200,0,S80,944.4,10,94.44,534,5,26.7,T,T,T,T,10,18,28,41
N285650,yes,Male,15,CAT 100,0,S50,564,15,84.6,37.2,5,1.86,F,F,F,F,0,0,0,0
N270050,yes,Female,39,Play 100,0,BS210,66.6,25,16.65,418.8,5,20.94,F,F,F,F,0,0,0,0
N179540,yes,Female,14,CAT 200,2,S50,1606.8,10,160.68,263.7,5,13.185,T,T,F,T,5,18,0,38
N144230,yes,Male,35,CAT 200,2,S50,1695.6,10,169.56,320.1,5,16.005,T,T,T,T,9,21,32,38
N393340,yes,Male,22,Play 300,10,S80,673.199999,25,168.2999998,646.199999,2,12.92399998,T,F,F,F,10,0,0,0
N291750,yes,Male,32,CAT 100,5,BS110,541.2,15,81.18,194.1,5,9.705,F,F,F,F,0,0,0,0
N104110,yes,Female,45,CAT 100,10,ASAD170,348,15,52.2,303,5,15.15,T,F,T,T,11,0,29,41
N313420,yes,Male,29,CAT 200,10,S50,643.799999,10,64.3799999,438.299999,5,21.91499995,T,T,F,T,12,21,0,37
N215310,yes,Male,21,Play 100,1,BS110,133.200001,25,33.30000025,108.599999,5,5.42999995,F,T,T,F,0,23,30,0
N160800,yes,Female,59,Play 300,11,S80,456.6,25,114.15,549.6,2,10.992,T,T,T,T,11,20,32,42
N202540,yes,Male,13,CAT 200,0,ASAD170,1747.799999,10,174.7799999,76.799999,5,3.83999995,F,F,F,F,0,0,0,0
N308240,yes,Male,12,CAT 200,0,CAS30,1919.399999,10,191.9399999,192,5,9.6,F,F,T,T,0,0,30,36
N181280,yes,Male,25,CAT 200,11,S50,1596,10,159.6,70.8,5,3.54,T,T,F,T,8,19,0,37
N249670,yes,Male,26,CAT 100,2,BS110,518.4,15,77.76,159.3,5,7.965,T,T,T,F,13,17,33,0
N242810,yes,Male,16,Play 300,5,BS110,388.800001,25,97.20000025,360,2,7.2,F,F,F,F,0,0,0,0
N185910,yes,Female,18,CAT 200,2,ASAD90,864.599999,10,86.4599999,317.699999,5,15.88499995,F,T,T,T,0,21,34,38
N116350,yes,Male,31,CAT 200,4,S80,1438.800002,10,143.8800002,238.499999,5,11.92499995,F,T,T,T,0,19,28,38
N155890,yes,Male,30,Play 100,0,S80,212.4,25,53.1,375.9,5,18.795,F,F,F,F,0,0,0,0
N314730,yes,Male,16,CAT 200,1,BS110,892.8,10,89.28,202.8,5,10.14,F,F,F,F,0,0,0,0
N259690,yes,Female,19,CAT 50,0,BS210,328.799999,15,49.31999985,55.799999,5,2.78999995,T,T,T,F,4,17,33,0
N243210,yes,Female,32,CAT 50,0,BS110,80.4,15,12.06,25.2,5,1.26,F,F,F,F,0,0,0,0
N286210,yes,Male,64,CAT 100,8,S50,483.600001,15,72.54000015,336,5,16.8,F,F,F,F,0,0,0,0
N193300,yes,Male,22,CAT 200,2,ASAD90,1077,10,107.7,399.6,5,19.98,F,T,T,T,0,19,29,34
N184240,yes,Female,22,CAT 200,1,ASAD90,854.400001,10,85.4400001,446.1,5,22.305,T,T,T,T,8,17,32,37
N174600,yes,Male,16,CAT 200,8,ASAD90,973.8,10,97.38,590.1,5,29.505,T,T,F,F,11,23,0,0
N259570,yes,Male,31,CAT 50,9,S80,451.799999,15,67.76999985,0,5,0,F,F,F,F,0,0,0,0
N138320,yes,Female,38,CAT 200,2,ASAD170,1107.599999,10,110.7599999,260.7,5,13.035,T,T,T,T,8,24,30,37
N276050,yes,Female,31,Play 300,0,BS210,348,25,87,319.799999,2,6.39599998,F,T,T,T,0,20,27,36
N173900,yes,Male,15,CAT 200,5,ASAD90,928.200001,10,92.8200001,709.500001,5,35.47500005,F,T,F,T,0,22,0,44
N139360,yes,Male,30,CAT 200,0,S50,1864.200001,10,186.4200001,165.599999,5,8.27999995,F,T,F,F,0,17,0,0
