CUSTOMER_ID,GENDER,AGE,MOSAIC BANDS,PRE-CAMPAIGN EXPENDITURE,PRE-CAMPAIGN VISITS,RESPONSE TO CAMPAIGN
"Cust_0485","Male",34,"Mos_03",94,4,"No"
"Cust_0486","Male",34,"Mos_06",69,5,"No"
"Cust_0487","Male",34,"Mos_07",86,1,"No"
"Cust_0488","Male",34,"Mos_07",57,2,"No"
"Cust_0489","Male",34,"Mos_02",58,4,"No"
"Cust_0490","Male",34,"Mos_10",74,3,"No"
"Cust_0491","Male",34,"Mos_03",80,1,"No"
"Cust_0492","Male",34,"Mos_03",53,3,"No"
"Cust_0493","Male",34,"Mos_03",61,1,"No"
"Cust_0494","Male",34,"Mos_08",51,1,"No"
"Cust_0495","Male",34,"Mos_03",73,3,"No"
"Cust_0496","Male",34,"Mos_03",66,4,"No"
"Cust_0497","Male",34,"Mos_04",74,1,"No"
"Cust_0498","Male",34,"Mos_07",60,1,"No"
"Cust_0499","Male",34,"Mos_03",69,1,"No"
"Cust_0500","Male",34,"Mos_11",85,2,"No"
"Cust_0501","Male",34,"Mos_05",62,2,"No"
"Cust_0502","Male",34,"Mos_07",66,3,"No"
"Cust_0503","Male",34,"Mos_07",68,1,"No"
"Cust_0504","Male",34,"Mos_06",76,1,"No"
"Cust_0505","Male",34,"Mos_01",53,1,"No"
"Cust_0506","Male",34,"Mos_05",78,2,"No"
"Cust_0507","Male",34,"Mos_06",100,4,"No"
"Cust_0508","Male",35,"Mos_03",58,4,"No"
"Cust_0509","Male",35,"Mos_06",177,11,"No"
"Cust_0510","Male",35,"Mos_03",57,4,"No"
"Cust_0511","Male",35,"Mos_05",53,6,"No"
"Cust_0512","Male",35,"Mos_06",82,5,"No"
"Cust_0513","Male",35,"Mos_01",85,2,"No"
"Cust_0514","Male",35,"Mos_06",60,7,"No"
"Cust_0515","Male",35,"Mos_03",55,6,"No"
"Cust_0516","Male",35,"Mos_04",95,2,"No"
"Cust_0517","Male",35,"Mos_06",57,2,"No"
"Cust_0518","Male",35,"Mos_02",60,3,"No"
"Cust_0519","Male",35,"Mos_03",85,1,"No"
"Cust_0520","Male",35,"Mos_07",83,4,"No"
"Cust_0521","Male",35,"Mos_04",66,3,"No"
"Cust_0522","Male",35,"Mos_11",60,2,"No"
"Cust_0523","Male",35,"Mos_02",64,2,"No"
"Cust_0524","Male",35,"Mos_01",58,2,"No"
"Cust_0525","Male",35,"Mos_01",69,2,"No"
"Cust_0526","Male",35,"Mos_10",89,5,"No"
"Cust_0527","Male",35,"Mos_10",92,6,"No"
"Cust_0528","Male",35,"Mos_07",82,2,"No"
"Cust_0529","Male",35,"Mos_06",84,2,"No"
"Cust_0530","Male",35,"Mos_10",55,3,"No"
"Cust_0531","Male",35,"Mos_08",85,1,"No"
"Cust_0532","Male",35,"Mos_03",52,3,"No"
"Cust_0533","Male",35,"Mos_01",80,1,"No"
"Cust_0534","Male",35,"Mos_01",55,3,"No"
"Cust_0535","Male",35,"Mos_03",68,1,"No"
"Cust_0536","Female",26,"Mos_07",91,6,"Yes"
"Cust_0537","Female",26,"Mos_10",71,5,"Yes"
"Cust_0538","Female",26,"Mos_04",88,4,"Yes"
"Cust_0539","Female",26,"Mos_10",53,1,"Yes"
"Cust_0540","Female",26,"Mos_03",61,1,"Yes"
"Cust_0541","Female",27,"Mos_10",17,4,"Yes"
"Cust_0542","Female",27,"Mos_04",99,5,"Yes"
"Cust_0543","Female",27,"Mos_04",58,3,"Yes"
"Cust_0544","Female",27,"Mos_02",155,7,"Yes"
"Cust_0545","Female",28,"Mos_08",161,10,"Yes"
"Cust_0546","Female",28,"Mos_01",56,1,"Yes"
"Cust_0547","Female",28,"Mos_04",88,5,"Yes"
"Cust_0548","Female",28,"Mos_10",100,19,"Yes"
"Cust_0549","Female",28,"Mos_02",36,2,"Yes"
"Cust_0550","Female",28,"Mos_04",75,3,"Yes"
"Cust_0551","Female",28,"Mos_02",87,3,"Yes"
"Cust_0552","Female",29,"Mos_02",357,18,"Yes"
"Cust_0553","Female",29,"Mos_06",281,20,"Yes"
"Cust_0554","Female",29,"Mos_02",76,2,"Yes"
"Cust_0555","Female",29,"Mos_06",70,3,"Yes"
"Cust_0556","Female",29,"Mos_11",85,1,"Yes"
"Cust_0557","Female",29,"Mos_03",105,4,"Yes"
"Cust_0558","Female",30,"Mos_04",146,12,"Yes"
"Cust_0559","Female",30,"Mos_02",57,4,"Yes"
"Cust_0560","Female",30,"Mos_11",64,3,"Yes"
"Cust_0561","Female",30,"Mos_01",76,2,"Yes"
"Cust_0562","Female",30,"Mos_07",6,1,"Yes"
"Cust_0563","Female",30,"Mos_03",99,8,"Yes"
"Cust_0564","Female",30,"Mos_04",60,1,"Yes"
"Cust_0565","Female",31,"Mos_02",131,10,"Yes"
"Cust_0566","Female",31,"Mos_10",96,2,"Yes"
"Cust_0567","Female",31,"Mos_07",61,1,"Yes"
"Cust_0568","Female",31,"Mos_07",77,2,"Yes"
"Cust_0569","Female",31,"Mos_03",54,3,"Yes"
"Cust_0570","Female",31,"Mos_06",85,4,"Yes"
"Cust_0571","Female",32,"Mos_01",236,3,"Yes"
"Cust_0572","Female",32,"Mos_11",128,5,"Yes"
"Cust_0573","Female",32,"Mos_04",66,2,"Yes"
"Cust_0574","Female",32,"Mos_02",66,3,"Yes"
"Cust_0575","Female",33,"Mos_03",74,5,"Yes"
"Cust_0576","Female",33,"Mos_03",58,2,"Yes"
"Cust_0577","Female",33,"Mos_01",66,9,"Yes"
"Cust_0578","Female",33,"Mos_02",119,7,"Yes"
"Cust_0579","Female",33,"Mos_03",57,5,"Yes"
"Cust_0580","Female",33,"Mos_10",112,4,"Yes"
"Cust_0581","Female",33,"Mos_02",75,3,"Yes"
"Cust_0582","Female",33,"Mos_07",83,2,"Yes"
"Cust_0583","Female",34,"Mos_10",53,4,"Yes"
"Cust_0584","Female",34,"Mos_07",52,5,"Yes"
"Cust_0585","Female",34,"Mos_10",511,6,"Yes"
"Cust_0586","Female",34,"Mos_01",91,8,"Yes"
"Cust_0587","Female",34,"Mos_01",77,7,"Yes"
"Cust_0588","Female",34,"Mos_03",69,3,"Yes"
"Cust_0589","Female",34,"Mos_02",58,3,"Yes"
"Cust_0590","Female",35,"Mos_02",62,5,"Yes"
"Cust_0591","Female",35,"Mos_04",70,6,"Yes"
"Cust_0592","Female",35,"Mos_05",95,3,"Yes"
"Cust_0593","Female",35,"Mos_03",94,4,"Yes"
"Cust_0594","Female",26,"Mos_06",198,16,"No"
"Cust_0595","Female",26,"Mos_10",58,8,"No"
"Cust_0596","Female",26,"Mos_06",51,2,"No"
"Cust_0597","Female",26,"Mos_03",95,7,"No"
"Cust_0598","Female",26,"Mos_04",83,2,"No"
"Cust_0599","Female",26,"Mos_02",70,6,"No"
"Cust_0600","Female",26,"Mos_11",70,1,"No"
"Cust_0601","Female",26,"Mos_02",68,1,"No"
"Cust_0602","Female",26,"Mos_04",76,2,"No"
"Cust_0603","Female",26,"Mos_03",78,2,"No"
"Cust_0604","Female",26,"Mos_10",63,2,"No"
"Cust_0605","Female",26,"Mos_04",79,2,"No"
"Cust_0606","Female",26,"Mos_06",59,7,"No"
"Cust_0607","Female",26,"Mos_11",94,1,"No"
"Cust_0608","Female",26,"Mos_05",75,1,"No"
"Cust_0609","Female",26,"Mos_09",52,1,"No"
"Cust_0610","Female",27,"Mos_06",50,1,"No"
"Cust_0611","Female",27,"Mos_06",84,3,"No"
"Cust_0612","Female",27,"Mos_04",78,1,"No"
"Cust_0613","Female",27,"Mos_10",64,1,"No"
"Cust_0614","Female",27,"Mos_10",97,9,"No"
"Cust_0615","Female",27,"Mos_02",52,1,"No"
"Cust_0616","Female",27,"Mos_09",91,1,"No"
"Cust_0617","Female",27,"Mos_08",52,1,"No"
"Cust_0618","Female",27,"Mos_06",86,6,"No"
"Cust_0619","Female",27,"Mos_04",90,2,"No"
"Cust_0620","Female",27,"Mos_02",79,2,"No"
"Cust_0621","Female",27,"Mos_10",44,3,"No"
"Cust_0622","Female",27,"Mos_03",68,2,"No"
"Cust_0623","Female",27,"Mos_10",71,2,"No"
"Cust_0624","Female",27,"Mos_05",56,1,"No"
"Cust_0625","Female",28,"Mos_03",265,16,"No"
"Cust_0626","Female",28,"Mos_06",85,3,"No"
"Cust_0627","Female",28,"Mos_08",59,3,"No"
"Cust_0628","Female",28,"Mos_07",78,6,"No"
"Cust_0629","Female",28,"Mos_03",60,1,"No"
"Cust_0630","Female",28,"Mos_03",104,4,"No"
"Cust_0631","Female",28,"Mos_06",51,4,"No"
"Cust_0632","Female",28,"Mos_06",71,1,"No"
"Cust_0633","Female",28,"Mos_10",95,1,"No"
"Cust_0634","Female",28,"Mos_07",66,1,"No"
"Cust_0635","Female",28,"Mos_04",60,1,"No"
"Cust_0636","Female",28,"Mos_04",95,1,"No"
"Cust_0637","Female",28,"Mos_10",77,4,"No"
"Cust_0638","Female",28,"Mos_02",76,1,"No"
"Cust_0639","Female",28,"Mos_03",51,6,"No"
"Cust_0640","Female",28,"Mos_01",89,1,"No"
"Cust_0641","Female",28,"Mos_08",66,1,"No"
"Cust_0642","Female",29,"Mos_03",69,2,"No"
"Cust_0643","Female",29,"Mos_03",183,13,"No"
"Cust_0644","Female",29,"Mos_11",60,2,"No"
"Cust_0645","Female",29,"Mos_05",68,2,"No"
"Cust_0646","Female",29,"Mos_03",94,4,"No"
"Cust_0647","Female",29,"Mos_03",32,2,"No"
"Cust_0648","Female",29,"Mos_01",52,2,"No"
"Cust_0649","Female",29,"Mos_04",69,3,"No"
"Cust_0650","Female",29,"Mos_06",78,4,"No"
"Cust_0651","Female",29,"Mos_03",79,1,"No"
"Cust_0652","Female",29,"Mos_09",86,9,"No"
"Cust_0653","Female",29,"Mos_10",34,1,"No"
"Cust_0654","Female",29,"Mos_05",64,2,"No"
"Cust_0655","Female",29,"Mos_07",92,3,"No"
"Cust_0656","Female",29,"Mos_10",87,13,"No"
"Cust_0657","Female",29,"Mos_03",71,2,"No"
"Cust_0658","Female",29,"Mos_10",90,6,"No"
"Cust_0659","Female",30,"Mos_06",126,11,"No"
"Cust_0660","Female",30,"Mos_02",54,6,"No"
"Cust_0661","Female",30,"Mos_04",94,1,"No"
"Cust_0662","Female",30,"Mos_03",72,6,"No"
"Cust_0663","Female",30,"Mos_07",61,1,"No"
"Cust_0664","Female",30,"Mos_08",68,4,"No"
"Cust_0665","Female",30,"Mos_02",54,1,"No"
"Cust_0666","Female",30,"Mos_03",75,1,"No"
"Cust_0667","Female",30,"Mos_06",40,3,"No"
"Cust_0668","Female",30,"Mos_01",58,1,"No"
"Cust_0669","Female",30,"Mos_06",56,1,"No"
"Cust_0670","Female",30,"Mos_08",69,2,"No"
"Cust_0671","Female",30,"Mos_02",63,1,"No"
"Cust_0672","Female",30,"Mos_10",60,1,"No"
"Cust_0673","Female",30,"Mos_10",88,3,"No"
"Cust_0674","Female",30,"Mos_02",59,1,"No"
"Cust_0675","Female",30,"Mos_08",80,2,"No"
"Cust_0676","Female",30,"Mos_04",66,6,"No"
"Cust_0677","Female",30,"Mos_05",82,4,"No"
"Cust_0678","Female",30,"Mos_10",54,1,"No"
"Cust_0679","Female",30,"Mos_02",81,2,"No"
"Cust_0680","Female",30,"Mos_02",60,2,"No"
"Cust_0681","Female",31,"Mos_10",265,12,"No"
"Cust_0682","Female",31,"Mos_01",83,1,"No"
"Cust_0683","Female",31,"Mos_04",73,1,"No"
"Cust_0684","Female",31,"Mos_02",64,3,"No"
"Cust_0685","Female",31,"Mos_04",78,6,"No"
"Cust_0686","Female",31,"Mos_10",57,3,"No"
"Cust_0687","Female",31,"Mos_04",106,6,"No"
"Cust_0688","Female",31,"Mos_03",65,3,"No"
"Cust_0689","Female",31,"Mos_03",97,5,"No"
"Cust_0690","Female",31,"Mos_08",63,2,"No"
"Cust_0691","Female",31,"Mos_10",70,2,"No"
"Cust_0692","Female",31,"Mos_03",93,4,"No"
"Cust_0693","Female",31,"Mos_10",85,5,"No"
"Cust_0694","Female",31,"Mos_06",61,1,"No"
"Cust_0695","Female",31,"Mos_09",58,5,"No"
"Cust_0696","Female",31,"Mos_02",61,2,"No"
"Cust_0697","Female",31,"Mos_06",58,2,"No"
"Cust_0698","Female",31,"Mos_01",57,1,"No"
"Cust_0699","Female",32,"Mos_01",161,8,"No"
"Cust_0700","Female",32,"Mos_04",71,5,"No"
"Cust_0701","Female",32,"Mos_02",92,5,"No"
"Cust_0702","Female",32,"Mos_08",59,3,"No"
"Cust_0703","Female",32,"Mos_04",65,1,"No"
"Cust_0704","Female",32,"Mos_02",69,5,"No"
"Cust_0705","Female",32,"Mos_04",53,1,"No"
"Cust_0706","Female",32,"Mos_10",67,1,"No"
"Cust_0707","Female",32,"Mos_01",111,7,"No"
"Cust_0708","Female",32,"Mos_01",91,8,"No"
"Cust_0709","Female",32,"Mos_02",61,3,"No"
"Cust_0710","Female",32,"Mos_01",50,2,"No"
"Cust_0711","Female",32,"Mos_09",76,5,"No"
"Cust_0712","Female",32,"Mos_01",92,6,"No"
"Cust_0713","Female",32,"Mos_05",69,1,"No"
"Cust_0714","Female",32,"Mos_01",53,1,"No"
"Cust_0715","Female",32,"Mos_08",77,6,"No"
"Cust_0716","Female",32,"Mos_05",76,1,"No"
"Cust_0717","Female",32,"Mos_03",50,3,"No"
"Cust_0718","Female",32,"Mos_02",45,3,"No"
"Cust_0719","Female",33,"Mos_05",92,1,"No"
"Cust_0720","Female",33,"Mos_09",108,8,"No"
"Cust_0721","Female",33,"Mos_05",55,1,"No"
"Cust_0722","Female",33,"Mos_04",0,0,"No"
"Cust_0723","Female",33,"Mos_07",55,4,"No"
"Cust_0724","Female",33,"Mos_02",75,2,"No"
"Cust_0725","Female",33,"Mos_07",70,2,"No"
"Cust_0726","Female",33,"Mos_08",57,2,"No"
"Cust_0727","Female",33,"Mos_07",87,4,"No"
"Cust_0728","Female",33,"Mos_04",58,5,"No"
"Cust_0729","Female",33,"Mos_04",89,2,"No"
"Cust_0730","Female",33,"Mos_01",93,2,"No"
"Cust_0731","Female",33,"Mos_03",51,3,"No"
"Cust_0732","Female",33,"Mos_10",57,2,"No"
"Cust_0733","Female",33,"Mos_10",62,1,"No"
"Cust_0734","Female",33,"Mos_04",163,5,"No"
"Cust_0735","Female",33,"Mos_10",55,2,"No"
"Cust_0736","Female",34,"Mos_03",81,1,"No"
"Cust_0737","Female",34,"Mos_04",80,4,"No"
"Cust_0738","Female",34,"Mos_08",83,2,"No"
"Cust_0739","Female",34,"Mos_08",85,3,"No"
"Cust_0740","Female",34,"Mos_02",60,1,"No"
"Cust_0741","Female",34,"Mos_04",70,3,"No"
"Cust_0742","Female",34,"Mos_05",0,0,"No"
"Cust_0743","Female",34,"Mos_10",54,2,"No"
"Cust_0744","Female",34,"Mos_03",91,3,"No"
"Cust_0745","Female",34,"Mos_03",84,5,"No"
"Cust_0746","Female",34,"Mos_03",81,2,"No"
"Cust_0747","Female",34,"Mos_03",52,1,"No"
"Cust_0748","Female",34,"Mos_03",84,7,"No"
"Cust_0749","Female",34,"Mos_10",60,1,"No"
"Cust_0750","Female",34,"Mos_06",81,2,"No"
"Cust_0751","Female",35,"Mos_03",80,1,"No"
"Cust_0752","Female",35,"Mos_10",63,2,"No"
"Cust_0753","Female",35,"Mos_04",54,3,"No"
"Cust_0754","Female",35,"Mos_06",74,1,"No"
"Cust_0755","Female",35,"Mos_04",74,2,"No"
"Cust_0756","Female",35,"Mos_10",61,1,"No"
"Cust_0757","Female",35,"Mos_03",66,3,"No"
"Cust_0758","Female",35,"Mos_03",66,2,"No"
"Cust_0759","Female",35,"Mos_01",74,4,"No"
"Cust_0760","Female",35,"Mos_09",63,1,"No"
"Cust_0761","Female",35,"Mos_06",69,1,"No"
"Cust_0762","Female",35,"Mos_10",50,1,"No"
"Cust_0763","Female",35,"Mos_01",31,3,"No"
"Cust_0764","Female",35,"Mos_04",99,3,"No"
"Cust_0765","Female",35,"Mos_09",53,2,"No"
"Cust_0766","Female",35,"Mos_06",89,4,"No"
"Cust_0767","Female",35,"Mos_01",12,2,"No"
"Cust_0768","Female",35,"Mos_07",60,4,"No"
"Cust_0769","Female",35,"Mos_10",73,2,"No"
"Cust_0770","Female",35,"Mos_06",78,2,"No"
"Cust_0771","Female",35,"Mos_09",68,3,"No"
"Cust_0772","Female",35,"Mos_05",94,2,"No"
"Cust_0773","Female",35,"Mos_02",59,1,"No"
"Cust_0774","Female",35,"Mos_03",94,5,"No"
"Cust_0775","Male",36,"Mos_10",200,2,"Yes"
"Cust_0776","Male",36,"Mos_07",80,1,"Yes"
"Cust_0777","Male",36,"Mos_02",539,26,"Yes"
"Cust_0778","Male",36,"Mos_01",107,5,"Yes"
"Cust_0779","Male",36,"Mos_10",74,1,"Yes"
"Cust_0780","Male",36,"Mos_06",53,1,"Yes"
"Cust_0781","Male",36,"Mos_09",156,10,"Yes"
"Cust_0782","Male",36,"Mos_02",90,1,"Yes"
"Cust_0783","Male",36,"Mos_10",89,5,"Yes"
"Cust_0784","Male",36,"Mos_06",62,1,"Yes"
"Cust_0785","Male",36,"Mos_09",65,2,"Yes"
"Cust_0786","Male",36,"Mos_10",85,4,"Yes"
"Cust_0787","Male",36,"Mos_06",93,7,"Yes"
"Cust_0788","Male",36,"Mos_07",60,4,"Yes"
"Cust_0789","Male",37,"Mos_02",432,25,"Yes"
"Cust_0790","Male",37,"Mos_03",35,5,"Yes"
"Cust_0791","Male",37,"Mos_06",94,1,"Yes"
"Cust_0792","Male",37,"Mos_10",53,4,"Yes"
"Cust_0793","Male",37,"Mos_04",55,3,"Yes"
"Cust_0794","Male",37,"Mos_03",81,5,"Yes"
"Cust_0795","Male",37,"Mos_08",84,2,"Yes"
"Cust_0796","Male",37,"Mos_04",81,4,"Yes"
"Cust_0797","Male",37,"Mos_07",93,5,"Yes"
"Cust_0798","Male",37,"Mos_03",80,5,"Yes"
"Cust_0799","Male",37,"Mos_01",67,4,"Yes"
"Cust_0800","Male",37,"Mos_01",106,4,"Yes"
"Cust_0801","Male",37,"Mos_06",332,8,"Yes"
"Cust_0802","Male",37,"Mos_02",78,2,"Yes"
"Cust_0803","Male",37,"Mos_10",98,2,"Yes"
"Cust_0804","Male",38,"Mos_01",214,24,"Yes"
"Cust_0805","Male",38,"Mos_02",235,10,"Yes"
"Cust_0806","Male",38,"Mos_01",88,1,"Yes"
"Cust_0807","Male",38,"Mos_07",117,12,"Yes"
"Cust_0808","Male",38,"Mos_10",225,7,"Yes"
"Cust_0809","Male",38,"Mos_10",79,4,"Yes"
"Cust_0810","Male",38,"Mos_01",172,6,"Yes"
"Cust_0811","Male",38,"Mos_09",60,4,"Yes"
"Cust_0812","Male",38,"Mos_06",70,6,"Yes"
"Cust_0813","Male",38,"Mos_03",86,1,"Yes"
"Cust_0814","Male",38,"Mos_07",59,4,"Yes"
"Cust_0815","Male",38,"Mos_10",97,1,"Yes"
"Cust_0816","Male",38,"Mos_10",76,2,"Yes"
"Cust_0817","Male",39,"Mos_01",823,38,"Yes"
"Cust_0818","Male",39,"Mos_09",811,23,"Yes"
"Cust_0819","Male",39,"Mos_03",665,59,"Yes"
"Cust_0820","Male",39,"Mos_02",84,3,"Yes"
"Cust_0821","Male",39,"Mos_01",63,4,"Yes"
"Cust_0822","Male",39,"Mos_02",97,5,"Yes"
"Cust_0823","Male",39,"Mos_06",105,12,"Yes"
"Cust_0824","Male",39,"Mos_01",166,5,"Yes"
"Cust_0825","Male",39,"Mos_07",98,2,"Yes"
"Cust_0826","Male",39,"Mos_01",110,7,"Yes"
"Cust_0827","Male",39,"Mos_03",124,7,"Yes"
"Cust_0828","Male",39,"Mos_01",334,4,"Yes"
"Cust_0829","Male",39,"Mos_04",65,5,"Yes"
"Cust_0830","Male",39,"Mos_07",97,6,"Yes"
"Cust_0831","Male",40,"Mos_07",353,10,"Yes"
"Cust_0832","Male",40,"Mos_07",95,8,"Yes"
"Cust_0833","Male",40,"Mos_07",113,8,"Yes"
"Cust_0834","Male",40,"Mos_07",118,9,"Yes"
"Cust_0835","Male",40,"Mos_01",120,4,"Yes"
"Cust_0836","Male",40,"Mos_10",94,6,"Yes"
"Cust_0837","Male",40,"Mos_12",58,1,"Yes"
"Cust_0838","Male",40,"Mos_03",95,1,"Yes"
"Cust_0839","Male",40,"Mos_03",86,1,"Yes"
"Cust_0840","Male",40,"Mos_02",97,8,"Yes"
"Cust_0841","Male",40,"Mos_11",79,7,"Yes"
"Cust_0842","Male",40,"Mos_03",85,6,"Yes"
"Cust_0843","Male",41,"Mos_01",68,7,"Yes"
"Cust_0844","Male",41,"Mos_01",71,5,"Yes"
"Cust_0845","Male",41,"Mos_10",74,7,"Yes"
"Cust_0846","Male",41,"Mos_02",58,2,"Yes"
"Cust_0847","Male",41,"Mos_06",58,2,"Yes"
"Cust_0848","Male",41,"Mos_10",141,11,"Yes"
"Cust_0849","Male",41,"Mos_03",269,11,"Yes"
"Cust_0850","Male",41,"Mos_10",60,3,"Yes"
"Cust_0851","Male",42,"Mos_10",353,19,"Yes"
"Cust_0852","Male",42,"Mos_01",955,36,"Yes"
"Cust_0853","Male",42,"Mos_07",84,7,"Yes"
"Cust_0854","Male",42,"Mos_01",96,11,"Yes"
"Cust_0855","Male",42,"Mos_04",55,4,"Yes"
"Cust_0856","Male",42,"Mos_10",79,6,"Yes"
"Cust_0857","Male",42,"Mos_01",56,1,"Yes"
"Cust_0858","Male",42,"Mos_06",95,11,"Yes"
"Cust_0859","Male",42,"Mos_02",29,1,"Yes"
"Cust_0860","Male",42,"Mos_03",93,6,"Yes"
"Cust_0861","Male",42,"Mos_02",62,4,"Yes"
"Cust_0862","Male",42,"Mos_02",81,14,"Yes"
"Cust_0863","Male",42,"Mos_10",86,5,"Yes"
"Cust_0864","Male",42,"Mos_10",87,4,"Yes"
"Cust_0865","Male",42,"Mos_03",56,3,"Yes"
"Cust_0866","Male",42,"Mos_10",99,4,"Yes"
"Cust_0867","Male",42,"Mos_10",51,2,"Yes"
"Cust_0868","Male",42,"Mos_07",42,4,"Yes"
"Cust_0869","Male",43,"Mos_01",208,11,"Yes"
"Cust_0870","Male",43,"Mos_04",89,8,"Yes"
"Cust_0871","Male",43,"Mos_04",108,12,"Yes"
"Cust_0872","Male",43,"Mos_10",81,9,"Yes"
"Cust_0873","Male",43,"Mos_03",110,5,"Yes"
"Cust_0874","Male",43,"Mos_01",72,7,"Yes"
"Cust_0875","Male",43,"Mos_04",71,6,"Yes"
"Cust_0876","Male",43,"Mos_11",64,7,"Yes"
"Cust_0877","Male",43,"Mos_01",89,1,"Yes"
"Cust_0878","Male",44,"Mos_09",1303,116,"Yes"
"Cust_0879","Male",44,"Mos_03",890,71,"Yes"
"Cust_0880","Male",44,"Mos_01",92,10,"Yes"
"Cust_0881","Male",44,"Mos_04",80,2,"Yes"
"Cust_0882","Male",44,"Mos_06",74,6,"Yes"
"Cust_0883","Male",44,"Mos_02",81,6,"Yes"
"Cust_0884","Male",44,"Mos_03",78,6,"Yes"
"Cust_0885","Male",44,"Mos_04",81,2,"Yes"
"Cust_0886","Male",44,"Mos_09",59,3,"Yes"
"Cust_0887","Male",44,"Mos_01",90,5,"Yes"
"Cust_0888","Male",44,"Mos_01",46,7,"Yes"
"Cust_0889","Male",44,"Mos_04",190,7,"Yes"
"Cust_0890","Male",44,"Mos_11",63,2,"Yes"
"Cust_0891","Male",44,"Mos_10",93,9,"Yes"
"Cust_0892","Male",45,"Mos_07",807,44,"Yes"
"Cust_0893","Male",45,"Mos_02",165,17,"Yes"
"Cust_0894","Male",45,"Mos_02",123,6,"Yes"
"Cust_0895","Male",45,"Mos_09",78,9,"Yes"
"Cust_0896","Male",45,"Mos_07",83,2,"Yes"
"Cust_0897","Male",45,"Mos_01",106,8,"Yes"
"Cust_0898","Male",45,"Mos_09",78,3,"Yes"
"Cust_0899","Male",45,"Mos_11",71,7,"Yes"
"Cust_0900","Male",45,"Mos_10",58,9,"Yes"
"Cust_0901","Male",45,"Mos_07",42,6,"Yes"
"Cust_0902","Male",45,"Mos_02",59,2,"Yes"
"Cust_0903","Male",45,"Mos_07",82,2,"Yes"
"Cust_0904","Male",36,"Mos_01",85,1,"No"
"Cust_0905","Male",36,"Mos_03",45,3,"No"
"Cust_0906","Male",36,"Mos_01",80,4,"No"
"Cust_0907","Male",36,"Mos_06",74,11,"No"
"Cust_0908","Male",36,"Mos_03",65,3,"No"
"Cust_0909","Male",36,"Mos_08",50,3,"No"
"Cust_0910","Male",36,"Mos_02",73,5,"No"
"Cust_0911","Male",36,"Mos_07",93,5,"No"
"Cust_0912","Male",36,"Mos_06",66,2,"No"
"Cust_0913","Male",36,"Mos_02",78,2,"No"
"Cust_0914","Male",36,"Mos_05",56,2,"No"
"Cust_0915","Male",36,"Mos_02",88,3,"No"
"Cust_0916","Male",36,"Mos_06",61,2,"No"
"Cust_0917","Male",36,"Mos_03",81,1,"No"
"Cust_0918","Male",36,"Mos_02",54,3,"No"
"Cust_0919","Male",36,"Mos_01",66,2,"No"
"Cust_0920","Male",36,"Mos_06",67,2,"No"
"Cust_0921","Male",36,"Mos_04",31,3,"No"
"Cust_0922","Male",36,"Mos_10",62,3,"No"
"Cust_0923","Male",36,"Mos_01",85,3,"No"
"Cust_0924","Male",36,"Mos_03",84,1,"No"
"Cust_0925","Male",36,"Mos_06",64,6,"No"
"Cust_0926","Male",36,"Mos_02",85,5,"No"
"Cust_0927","Male",36,"Mos_02",74,1,"No"
"Cust_0928","Male",36,"Mos_03",82,3,"No"
"Cust_0929","Male",36,"Mos_01",80,1,"No"
"Cust_0930","Male",36,"Mos_08",51,1,"No"
"Cust_0931","Male",36,"Mos_02",73,1,"No"
"Cust_0932","Male",36,"Mos_02",80,1,"No"
"Cust_0933","Male",36,"Mos_10",63,1,"No"
"Cust_0934","Male",36,"Mos_03",74,1,"No"
"Cust_0935","Male",36,"Mos_09",51,1,"No"
"Cust_0936","Male",36,"Mos_01",60,10,"No"
"Cust_0937","Male",36,"Mos_10",80,2,"No"
"Cust_0938","Male",36,"Mos_07",62,1,"No"
"Cust_0939","Male",36,"Mos_03",50,9,"No"
"Cust_0940","Male",36,"Mos_10",54,1,"No"
"Cust_0941","Male",36,"Mos_10",65,1,"No"
"Cust_0942","Male",37,"Mos_07",283,17,"No"
"Cust_0943","Male",37,"Mos_02",46,4,"No"
"Cust_0944","Male",37,"Mos_02",69,6,"No"
"Cust_0945","Male",37,"Mos_09",67,3,"No"
"Cust_0946","Male",37,"Mos_02",95,3,"No"
"Cust_0947","Male",37,"Mos_01",77,3,"No"
"Cust_0948","Male",37,"Mos_01",55,1,"No"
"Cust_0949","Male",37,"Mos_02",60,1,"No"
"Cust_0950","Male",37,"Mos_01",67,7,"No"
"Cust_0951","Male",37,"Mos_03",50,2,"No"
"Cust_0952","Male",37,"Mos_02",57,1,"No"
"Cust_0953","Male",37,"Mos_03",66,1,"No"
"Cust_0954","Male",37,"Mos_07",57,4,"No"
"Cust_0955","Male",37,"Mos_01",90,1,"No"
"Cust_0956","Male",37,"Mos_01",58,4,"No"
"Cust_0957","Male",37,"Mos_01",74,9,"No"
"Cust_0958","Male",37,"Mos_01",93,2,"No"
"Cust_0959","Male",37,"Mos_02",77,4,"No"
"Cust_0960","Male",37,"Mos_04",51,6,"No"
"Cust_0961","Male",37,"Mos_10",96,9,"No"
"Cust_0962","Male",37,"Mos_01",72,4,"No"
"Cust_0963","Male",37,"Mos_01",82,5,"No"
"Cust_0964","Male",37,"Mos_07",62,2,"No"
"Cust_0965","Male",37,"Mos_06",86,5,"No"
"Cust_0966","Male",37,"Mos_07",157,4,"No"
"Cust_0967","Male",37,"Mos_10",62,8,"No"
