customer_id,data_known,gender,age,tariff,dropped_calls,handset,peak_mins,peak_rate,bill_peak,offpeak_mins,offpeak_rate,bill_offpeak,gadget_A,gadget_B,gadget_C,gadget_D,gadget_A_revenues,gadget_B_revenues,gadget_C_revenues,gadget_D_revenues,churn,retention
K192850,yes,Female,21,CAT 200,0,ASAD170,1488,10,149,145,5,7,F,T,T,T,0,24,32,40,Churned,F
K192860,yes,Female,22,CAT 200,4,ASAD90,706,10,71,254,5,13,T,T,T,T,11,17,25,44,Churned,F
K192870,yes,Male,14,CAT 200,2,S50,1363,10,136,29,5,1,F,F,T,T,0,0,31,40,Churned,F
K192880,yes,Female,22,CAT 200,2,ASAD90,2170,10,217,45,5,2,T,T,T,T,5,21,26,38,Churned,F
K192890,yes,Male,17,CAT 200,0,ASAD90,619,10,62,446,5,22,T,T,T,F,7,20,28,0,Churned,F
K192900,yes,Female,21,CAT 200,2,ASAD170,1813,10,181,252,5,13,T,T,T,T,11,21,31,44,Active,T
K192910,yes,Female,25,CAT 200,8,ASAD90,1246,10,125,187,5,9,T,F,T,T,8,0,30,37,Churned,F
K192920,yes,Female,17,CAT 200,5,ASAD90,1000,10,100,20,5,1,T,T,T,T,9,20,29,42,Churned,F
K192930,yes,Male,20,CAT 200,0,S50,1752,10,175,113,5,6,T,F,T,T,7,0,27,42,Churned,F
K192940,yes,Female,21,CAT 200,2,ASAD170,521,10,52,512,5,26,F,F,T,T,0,0,26,34,Active,T
K192950,yes,Female,18,CAT 200,1,ASAD90,1525,10,152,272,5,14,T,T,F,T,8,17,0,39,Churned,F
K192960,yes,Male,19,CAT 200,1,ASAD170,1276,10,128,584,5,29,T,T,T,T,5,16,28,41,Active,T
K192970,yes,Male,23,CAT 200,8,ASAD90,1421,10,142,664,5,33,T,T,T,F,14,20,26,0,Churned,F
K192980,yes,Male,20,CAT 200,1,ASAD90,749,10,75,225,5,11,T,T,T,T,7,20,28,39,Churned,F
K192990,yes,Female,20,CAT 200,10,S50,1761,10,176,288,5,14,F,F,F,F,0,0,0,0,Active,T
K193000,yes,Female,23,CAT 200,0,ASAD90,871,10,87,228,5,11,F,F,F,F,0,0,0,0,Churned,F
K193010,yes,Female,13,CAT 200,2,ASAD90,2170,10,217,28,5,1,F,F,F,F,0,0,0,0,Churned,F
K193020,yes,Male,21,CAT 200,6,ASAD90,755,10,75,330,5,17,F,F,F,F,0,0,0,0,Churned,F
K193030,yes,Female,15,CAT 200,0,S50,1111,10,111,195,5,10,F,F,F,F,0,0,0,0,Churned,F
K193040,yes,Male,12,CAT 200,9,ASAD90,1183,10,118,427,5,21,T,F,T,T,5,0,26,41,Churned,F
K193050,yes,Male,24,CAT 200,6,ASAD170,2141,10,214,422,5,21,T,T,T,T,12,22,30,38,Active,T
K193060,yes,Female,19,CAT 200,9,ASAD90,725,10,73,315,5,16,T,T,T,F,9,17,25,0,Churned,F
K193070,yes,Female,23,CAT 200,1,S50,718,10,72,284,5,14,T,T,T,T,7,23,30,38,Churned,F
K193080,yes,Male,21,CAT 200,2,ASAD90,1591,10,159,400,5,20,F,F,F,F,0,0,0,0,Churned,F
K193090,yes,Male,21,CAT 200,8,ASAD170,811,10,81,627,5,31,T,T,F,T,12,17,0,37,Active,T
K193100,yes,Female,12,CAT 200,1,S50,1436,10,144,418,5,21,T,T,T,T,10,20,33,38,Churned,F
K193110,yes,Male,13,CAT 200,2,ASAD90,939,10,94,160,5,8,F,T,T,T,0,24,26,39,Churned,F
K193120,yes,Female,17,CAT 200,2,ASAD170,1740,10,174,78,5,4,F,T,T,T,0,20,31,42,Active,T
K193130,yes,Male,15,CAT 200,0,ASAD170,1664,10,166,157,5,8,F,F,F,F,0,0,0,0,Active,T
K193140,yes,Male,20,CAT 200,1,ASAD90,1422,10,142,310,5,15,F,F,F,F,0,0,0,0,Churned,F
K193150,yes,Female,24,CAT 200,2,ASAD90,1051,10,105,722,5,36,T,T,T,T,10,18,22,40,Churned,F
K193160,yes,Female,19,CAT 200,1,S50,1594,10,159,97,5,5,T,T,T,F,10,22,27,0,Churned,F
K193170,yes,Female,19,CAT 200,2,S50,1992,10,199,383,5,19,T,T,T,T,5,22,31,40,Churned,F
K193180,yes,Female,21,CAT 200,7,S50,2237,10,224,521,5,26,T,T,F,T,10,15,0,39,Churned,F
K193190,yes,Female,21,CAT 200,2,ASAD90,991,10,99,620,5,31,F,T,F,F,0,16,0,0,Churned,F
K193200,yes,Female,18,CAT 200,5,ASAD90,2035,10,204,168,5,8,T,T,T,T,14,18,28,40,Churned,F
K193210,yes,Female,21,CAT 200,6,ASAD90,1000,10,100,373,5,19,F,T,T,T,0,21,31,41,Churned,F
K193220,yes,Male,24,CAT 200,1,ASAD170,1219,10,122,0,5,0,T,F,T,T,9,0,30,37,Active,T
K193230,yes,Female,20,CAT 200,1,ASAD90,1061,10,106,787,5,39,F,F,T,F,0,0,32,0,Churned,F
K193240,yes,Female,22,CAT 200,0,ASAD90,1251,10,125,455,5,23,T,T,T,T,14,23,28,41,Churned,F
K193250,yes,Female,15,CAT 200,2,ASAD90,2418,10,242,875,5,44,T,T,T,T,11,25,30,40,Churned,F
K193260,yes,Male,19,CAT 200,2,S50,1194,10,119,484,5,24,F,T,T,T,0,20,32,44,Churned,F
K193270,yes,Female,15,CAT 200,9,S50,1288,10,129,142,5,7,F,F,F,F,0,0,0,0,Churned,F
K193280,yes,Female,16,CAT 200,0,S50,967,10,97,737,5,37,F,T,T,T,0,20,32,37,Churned,F
K193290,yes,Male,13,CAT 200,1,ASAD90,799,10,80,299,5,15,T,T,T,T,9,16,29,36,Churned,F
K193300,yes,Male,22,CAT 200,2,ASAD90,1077,10,108,400,5,20,F,T,T,T,0,19,29,34,Active,T
K193310,yes,Male,23,CAT 200,2,ASAD90,997,10,100,432,5,22,T,T,F,T,11,18,0,39,Churned,F
K193320,yes,Female,22,CAT 200,1,S50,892,10,89,575,5,29,F,F,F,F,0,0,0,0,Churned,F
K193330,yes,Female,21,CAT 200,2,S50,1535,10,154,306,5,15,F,F,F,T,0,0,0,39,Churned,F
K193340,yes,Male,13,CAT 200,0,ASAD90,830,10,83,344,5,17,F,F,F,F,0,0,0,0,Churned,F
K193350,yes,Male,14,CAT 200,2,ASAD170,803,10,80,339,5,17,T,T,T,T,9,22,27,36,Active,T
K193360,yes,Female,18,CAT 200,2,ASAD170,946,10,95,301,5,15,F,F,F,F,0,0,0,0,Active,T
K193370,yes,Male,18,CAT 200,1,ASAD90,1397,10,140,314,5,16,T,T,T,T,9,21,24,37,Churned,F
K193380,yes,Male,23,CAT 200,2,ASAD170,1381,10,138,31,5,2,F,T,T,T,0,15,28,39,Active,T
K193390,yes,Female,18,CAT 200,1,S50,1705,10,170,173,5,9,T,T,F,T,7,18,0,42,Churned,F
K193400,yes,Female,13,CAT 200,1,ASAD170,1144,10,114,34,5,2,T,T,T,F,12,20,30,0,Active,T
K193410,yes,Female,12,CAT 200,0,ASAD170,824,10,82,260,5,13,T,T,T,T,9,21,32,43,Active,T
K193420,yes,Male,19,CAT 200,0,S50,910,10,91,121,5,6,T,T,T,T,3,22,31,39,Churned,F
K193430,yes,Male,12,CAT 200,4,ASAD90,672,10,67,281,5,14,T,T,F,T,13,15,0,39,Churned,F
K193440,yes,Male,15,CAT 200,1,S50,991,10,99,25,5,1,F,T,T,T,0,18,25,39,Churned,F
K193450,yes,Male,23,CAT 200,1,ASAD90,2346,10,235,107,5,5,F,F,F,F,0,0,0,0,Churned,F
K193460,yes,Female,17,CAT 200,0,S50,1319,10,132,853,5,43,T,T,T,T,11,21,36,41,Churned,F
K193470,yes,Female,22,CAT 200,5,ASAD170,794,10,79,268,5,13,T,T,T,T,7,15,29,47,Active,T
K193480,yes,Male,25,CAT 200,0,ASAD170,1726,10,173,441,5,22,T,F,T,T,8,0,30,38,Active,T
K193490,yes,Male,23,CAT 200,2,ASAD90,1083,10,108,262,5,13,T,T,T,T,12,21,33,39,Churned,F
K193500,yes,Male,21,CAT 200,9,S50,1415,10,142,205,5,10,F,F,F,F,0,0,0,0,Churned,F
K193510,yes,Male,17,CAT 200,1,S50,957,10,96,606,5,30,T,T,T,F,12,18,33,0,Churned,F
K193520,yes,Female,23,CAT 200,0,ASAD90,1421,10,142,452,5,23,T,T,F,T,11,16,0,40,Churned,F
K193530,yes,Male,23,CAT 200,0,ASAD90,823,10,82,210,5,10,F,F,F,F,0,0,0,0,Churned,F
K193540,yes,Male,13,CAT 200,1,ASAD90,1246,10,125,506,5,25,T,T,T,T,14,22,22,37,Churned,F
K193550,yes,Male,25,CAT 200,8,ASAD170,1215,10,122,235,5,12,T,T,T,T,13,25,29,38,Active,T
K193560,yes,Male,19,CAT 200,2,ASAD170,655,10,65,321,5,16,T,T,T,F,9,22,27,0,Active,T
K193570,yes,Female,12,CAT 200,2,S50,769,10,77,373,5,19,F,F,T,F,0,0,29,0,Churned,F
K193580,yes,Female,12,CAT 200,1,ASAD90,2005,10,201,564,5,28,F,F,F,F,0,0,0,0,Churned,F
K193590,yes,Female,20,CAT 200,0,ASAD90,1022,10,102,428,5,21,F,F,F,F,0,0,0,0,Churned,F
K193600,yes,Female,25,CAT 200,0,ASAD90,989,10,99,198,5,10,T,T,T,T,11,16,29,42,Active,T
K193610,yes,Female,25,CAT 200,6,ASAD90,983,10,98,324,5,16,T,T,T,T,14,19,29,43,Churned,F
K193620,yes,Female,22,CAT 200,0,ASAD90,2407,10,241,671,5,34,F,T,T,T,0,17,29,41,Churned,F
K193630,yes,Male,13,CAT 200,1,ASAD90,1990,10,199,45,5,2,T,T,T,F,6,22,31,0,Churned,F
K193640,yes,Male,24,CAT 200,9,ASAD90,772,10,77,612,5,31,T,F,F,T,8,0,0,43,Churned,F
K193650,yes,Female,25,CAT 200,2,S50,1372,10,137,199,5,10,T,T,T,T,9,14,34,39,Churned,F
K193660,yes,Female,25,CAT 200,0,S50,1096,10,110,585,5,29,F,T,T,T,0,18,30,39,Churned,F
K193670,yes,Male,14,CAT 200,0,S50,1058,10,106,111,5,6,T,T,T,F,13,20,28,0,Churned,F
K193680,yes,Female,14,CAT 200,7,ASAD90,836,10,84,139,5,7,T,T,T,F,6,19,30,0,Churned,F
K193690,yes,Female,14,CAT 200,0,S50,818,10,82,527,5,26,F,F,F,F,0,0,0,0,Churned,F
K193700,yes,Female,14,CAT 200,1,S50,1900,10,190,274,5,14,T,T,T,T,10,24,26,45,Churned,F
K193710,yes,Male,16,CAT 200,1,ASAD90,1475,10,147,86,5,4,T,T,T,T,9,23,30,39,Churned,F
K193720,yes,Male,12,CAT 200,0,ASAD170,1543,10,154,317,5,16,F,F,F,F,0,0,0,0,Active,T
K193730,yes,Female,25,CAT 200,5,ASAD170,1333,10,133,141,5,7,F,F,F,T,0,0,0,39,Active,T
K193740,yes,Female,17,CAT 200,1,ASAD90,983,10,98,81,5,4,T,T,F,T,14,17,0,44,Churned,F
K193750,yes,Female,22,CAT 200,2,S50,1016,10,102,376,5,19,T,T,F,T,10,22,0,38,Churned,F
K193760,yes,Male,13,CAT 200,2,ASAD90,1494,10,149,622,5,31,T,T,F,T,9,19,0,38,Active,T
K193770,yes,Male,25,CAT 200,1,S50,2188,10,219,133,5,7,T,T,T,T,11,20,34,41,Churned,F
K193780,yes,Female,20,CAT 200,1,ASAD90,1320,10,132,287,5,14,T,F,T,T,10,0,31,39,Churned,F
K193790,yes,Male,24,CAT 200,3,ASAD170,1396,10,140,537,5,27,T,T,T,T,9,12,29,39,Active,T
K193800,yes,Male,16,CAT 200,2,ASAD170,2331,10,233,266,5,13,F,T,T,T,0,23,32,37,Active,T
K193810,yes,Female,23,CAT 200,0,S50,2503,10,250,141,5,7,F,T,F,F,0,18,0,0,Churned,F
K193820,yes,Male,21,CAT 200,0,ASAD90,805,10,80,324,5,16,F,T,T,T,0,15,34,38,Churned,F
K193830,yes,Male,25,CAT 200,1,S50,1156,10,116,485,5,24,F,T,T,T,0,21,30,41,Churned,F
K193840,yes,Male,23,CAT 200,2,ASAD90,1140,10,114,612,5,31,F,T,F,F,0,18,0,0,Churned,F
K193850,yes,Male,24,CAT 200,1,S50,1490,10,149,557,5,28,T,T,T,T,12,20,32,35,Churned,F
K193860,yes,Female,14,CAT 200,0,ASAD90,730,10,73,666,5,33,T,F,T,T,10,0,31,38,Churned,F
K193870,yes,Female,14,CAT 200,1,ASAD90,1228,10,123,161,5,8,F,T,T,F,0,18,34,0,Churned,F
K193880,yes,Female,13,CAT 200,1,ASAD90,778,10,78,382,5,19,T,T,F,T,9,18,0,38,Churned,F
K193890,yes,Male,24,CAT 200,0,ASAD170,1377,10,138,304,5,15,T,T,T,T,7,23,32,39,Active,T
K193900,yes,Male,18,CAT 200,2,ASAD90,1114,10,111,163,5,8,T,T,F,T,5,24,0,41,Churned,F
K193910,yes,Female,23,CAT 200,2,ASAD90,1731,10,173,430,5,21,T,T,T,T,11,20,32,40,Churned,F
K193920,yes,Female,16,CAT 200,0,ASAD90,1313,10,131,137,5,7,T,T,T,T,10,24,35,40,Churned,F
K193930,yes,Female,18,CAT 200,0,S50,1041,10,104,466,5,23,T,F,T,T,13,0,28,37,Churned,F
K193940,yes,Female,23,CAT 200,6,ASAD170,660,10,66,506,5,25,T,T,T,T,9,22,28,39,Active,T
K193950,yes,Female,14,CAT 200,9,ASAD90,1125,10,113,85,5,4,F,T,F,F,0,19,0,0,Churned,F
K193960,yes,Female,15,CAT 200,1,S50,1204,10,120,304,5,15,T,T,T,T,11,20,30,42,Churned,F
K193970,yes,Male,23,CAT 200,0,ASAD90,958,10,96,425,5,21,T,T,F,T,5,20,0,41,Churned,F
K193980,yes,Male,18,CAT 200,1,ASAD90,837,10,84,365,5,18,F,F,F,F,0,0,0,0,Churned,F
K193990,yes,Male,19,CAT 200,0,S50,1450,10,145,67,5,3,T,T,T,T,9,20,25,34,Churned,F
K194000,yes,Female,23,CAT 200,1,ASAD90,947,10,95,645,5,32,T,T,T,F,8,22,33,0,Churned,F
K194010,yes,Male,14,CAT 200,2,ASAD90,1183,10,118,164,5,8,F,F,T,T,0,0,28,39,Churned,F
K194020,yes,Female,24,CAT 200,0,ASAD170,695,10,70,437,5,22,T,T,T,T,9,20,29,41,Active,T
K194030,yes,Female,23,CAT 200,0,ASAD90,1105,10,111,340,5,17,T,T,T,T,11,14,31,38,Churned,F
K194040,yes,Male,21,CAT 200,2,S50,767,10,77,329,5,16,F,F,F,F,0,0,0,0,Churned,F
K194050,yes,Female,17,CAT 200,0,ASAD90,1690,10,169,21,5,1,T,T,T,T,12,21,28,38,Churned,F
K194060,yes,Male,24,CAT 200,1,ASAD90,2194,10,219,575,5,29,T,T,F,T,6,22,0,35,Churned,F
K194070,yes,Female,17,CAT 200,2,ASAD90,579,10,58,424,5,21,F,F,F,F,0,0,0,0,Churned,F
K194080,yes,Female,23,CAT 200,0,S50,1075,10,107,139,5,7,T,T,T,F,11,20,37,0,Churned,F
K194090,yes,Male,18,CAT 200,0,ASAD90,1408,10,141,269,5,13,F,F,F,F,0,0,0,0,Churned,F
K194100,yes,Female,14,CAT 200,2,ASAD90,1093,10,109,28,5,1,T,T,F,T,6,20,0,43,Churned,F
K194110,yes,Female,25,CAT 200,2,S50,1079,10,108,172,5,9,T,T,F,F,14,20,0,0,Churned,F
K194120,yes,Male,13,CAT 200,1,S50,827,10,83,148,5,7,T,T,T,T,12,19,30,39,Churned,F
K194130,yes,Female,18,CAT 200,2,ASAD170,1477,10,148,401,5,20,T,F,T,T,11,0,28,40,Active,T
K194140,yes,Male,12,CAT 200,0,S50,1098,10,110,231,5,12,F,T,T,T,0,20,28,42,Churned,F
K194150,yes,Female,12,CAT 200,0,ASAD90,1082,10,108,206,5,10,T,T,T,T,9,18,29,36,Churned,F
K194160,yes,Female,19,CAT 200,0,ASAD90,972,10,97,439,5,22,T,F,F,F,8,0,0,0,Churned,F
K194170,yes,Female,25,CAT 200,2,ASAD170,961,10,96,314,5,16,T,F,T,F,15,0,34,0,Active,T
K194180,yes,Female,24,CAT 200,2,ASAD170,1592,10,159,395,5,20,F,T,T,T,0,22,30,41,Active,T
K194190,yes,Male,12,CAT 200,0,S50,1307,10,131,517,5,26,F,F,F,F,0,0,0,0,Churned,F
K194200,yes,Female,18,CAT 200,1,ASAD90,626,10,63,470,5,24,T,T,F,T,9,20,0,37,Churned,F
K194210,yes,Male,14,CAT 200,2,ASAD170,898,10,90,329,5,16,T,T,F,F,7,22,0,0,Active,T
K194220,yes,Male,17,CAT 200,1,ASAD90,738,10,74,394,5,20,F,F,F,F,0,0,0,0,Churned,F
K194230,yes,Male,24,CAT 200,0,ASAD170,1559,10,156,228,5,11,F,T,F,T,0,18,0,39,Active,T
K194240,yes,Male,22,CAT 200,1,S50,1235,10,124,302,5,15,T,T,T,T,10,20,27,42,Churned,F
K194250,yes,Female,18,CAT 200,1,S50,940,10,94,200,5,10,F,F,T,T,0,0,27,38,Churned,F
K194260,yes,Male,17,CAT 200,0,ASAD90,638,10,64,352,5,18,F,F,F,F,0,0,0,0,Churned,F
K194270,yes,Female,23,CAT 200,0,ASAD90,1567,10,157,375,5,19,F,F,F,F,0,0,0,0,Churned,F
K194280,yes,Male,23,CAT 200,0,ASAD90,1531,10,153,580,5,29,F,T,T,F,0,17,25,0,Churned,F
K194290,yes,Female,16,CAT 200,1,ASAD90,1165,10,117,521,5,26,T,T,T,T,10,20,33,38,Churned,F
K194300,yes,Male,17,CAT 200,0,ASAD90,1835,10,184,268,5,13,T,T,F,T,9,18,0,45,Churned,F
K194310,yes,Male,24,CAT 200,2,ASAD170,1723,10,172,86,5,4,T,T,T,T,7,18,27,41,Active,T
K194320,yes,Female,21,CAT 200,1,ASAD90,845,10,84,350,5,18,T,T,T,T,10,18,34,42,Churned,F
K194330,yes,Male,15,CAT 200,0,ASAD90,1205,10,120,289,5,14,F,F,F,F,0,0,0,0,Churned,F
K194340,yes,Male,12,CAT 200,0,S50,2102,10,210,160,5,8,F,F,F,F,0,0,0,0,Churned,F
K194350,yes,Male,22,CAT 200,1,S50,2358,10,236,61,5,3,T,T,T,F,8,22,24,0,Churned,F
K194360,yes,Female,23,CAT 200,1,ASAD90,1266,10,127,122,5,6,F,T,T,T,0,13,25,39,Churned,F
K194370,yes,Female,21,CAT 200,1,ASAD90,1337,10,134,446,5,22,T,T,F,T,6,18,0,42,Churned,F
K194380,yes,Female,16,CAT 200,0,ASAD90,785,10,78,246,5,12,T,T,T,F,9,26,26,0,Churned,F
K194390,yes,Female,13,CAT 200,1,ASAD90,663,10,66,449,5,22,F,T,T,T,0,17,31,40,Churned,F
K194400,yes,Male,22,CAT 200,1,ASAD90,1267,10,127,39,5,2,F,T,T,T,0,18,31,37,Churned,F
K194410,yes,Male,14,CAT 200,1,ASAD90,1539,10,154,191,5,10,T,F,T,T,11,0,28,44,Churned,F
K194420,yes,Male,19,CAT 200,2,ASAD90,901,10,90,64,5,3,F,F,T,T,0,0,29,37,Churned,F
K194430,yes,Male,23,CAT 200,1,ASAD90,1699,10,170,46,5,2,F,T,T,T,0,20,30,36,Churned,F
K194440,yes,Female,25,CAT 200,2,S50,1121,10,112,92,5,5,T,T,T,T,8,18,23,41,Churned,F
K194450,yes,Male,16,CAT 200,9,S50,970,10,97,449,5,22,T,T,T,F,11,22,24,0,Churned,F
K194460,yes,Male,14,CAT 200,1,ASAD90,1874,10,187,350,5,17,F,F,F,F,0,0,0,0,Churned,F
K194470,yes,Male,18,CAT 200,0,S50,952,10,95,235,5,12,F,F,F,F,0,0,0,0,Churned,F
K194480,yes,Female,23,CAT 200,0,ASAD170,1043,10,104,553,5,28,T,T,F,T,9,23,0,38,Active,T
K194490,yes,Female,19,CAT 200,2,ASAD170,1705,10,171,235,5,12,F,F,F,F,0,0,0,0,Active,T
K194500,yes,Male,24,CAT 200,5,ASAD90,1077,10,108,71,5,4,F,T,T,T,0,20,32,41,Churned,F
K194510,yes,Female,22,CAT 200,7,ASAD90,1650,10,165,83,5,4,T,T,F,F,10,21,0,0,Churned,F
K194520,yes,Male,19,CAT 200,1,ASAD90,1277,10,128,182,5,9,F,F,F,F,0,0,0,0,Churned,F
K194530,yes,Male,15,CAT 200,1,ASAD170,1184,10,118,521,5,26,F,F,F,F,0,0,0,0,Active,T
K194540,yes,Female,20,CAT 200,2,ASAD90,928,10,93,26,5,1,T,T,T,T,14,16,32,41,Active,T
K194550,yes,Male,25,CAT 200,2,ASAD90,977,10,98,263,5,13,F,T,F,F,0,22,0,0,Churned,F
K194560,yes,Male,24,CAT 200,0,ASAD90,1374,10,137,104,5,5,T,F,F,F,8,0,0,0,Active,T
K194570,yes,Male,25,CAT 200,2,ASAD90,1657,10,166,73,5,4,F,F,F,F,0,0,0,0,Churned,F
K194580,yes,Female,25,CAT 200,2,ASAD170,1761,10,176,200,5,10,T,T,T,T,11,19,30,39,Active,T
K194590,yes,Male,13,CAT 200,0,ASAD90,1477,10,148,340,5,17,T,T,T,T,7,19,27,39,Churned,F
K194600,yes,Male,25,CAT 200,2,ASAD90,1117,10,112,47,5,2,T,T,T,T,12,19,30,37,Churned,F
K194610,yes,Male,16,CAT 200,5,S50,1660,10,166,450,5,23,F,F,F,F,0,0,0,0,Churned,F
K194620,yes,Male,21,CAT 200,2,S50,1067,10,107,477,5,24,T,T,T,T,10,18,32,41,Churned,F
K194630,yes,Female,15,CAT 200,2,S50,889,10,89,376,5,19,F,T,F,F,0,18,0,0,Churned,F
K194640,yes,Female,24,CAT 200,1,ASAD170,764,10,76,228,5,11,T,T,T,T,10,17,30,40,Active,T
K194650,yes,Male,13,CAT 200,0,ASAD90,861,10,86,689,5,34,T,F,T,T,10,0,30,40,Churned,F
K194660,yes,Female,19,CAT 200,2,S50,1073,10,107,260,5,13,F,F,F,F,0,0,0,0,Churned,F
K194670,yes,Female,15,CAT 200,1,ASAD90,997,10,100,239,5,12,T,F,T,T,13,0,27,39,Churned,F
K194680,yes,Female,24,CAT 200,2,ASAD170,557,10,56,443,5,22,T,F,T,T,8,0,33,41,Active,T
K194690,yes,Female,14,CAT 200,0,ASAD90,1368,10,137,377,5,19,T,T,T,T,8,22,29,40,Churned,F
K194700,yes,Female,18,CAT 200,2,S50,1847,10,185,183,5,9,T,T,T,F,7,17,31,0,Churned,F
K194710,yes,Female,17,CAT 200,2,ASAD90,1230,10,123,59,5,3,T,T,T,F,9,18,27,0,Churned,F
K194720,yes,Male,20,CAT 200,9,S50,920,10,92,0,5,0,T,T,F,T,13,22,0,39,Churned,F
K194730,yes,Female,23,CAT 200,0,ASAD90,2460,10,246,98,5,5,F,F,F,T,0,0,0,38,Churned,F
K194740,yes,Male,24,CAT 200,1,ASAD90,1556,10,156,119,5,6,T,T,T,T,12,24,28,36,Churned,F
K194750,yes,Male,13,CAT 200,10,ASAD90,1174,10,117,292,5,15,T,T,T,T,10,19,26,41,Churned,F
K194760,yes,Male,22,CAT 200,1,ASAD90,1225,10,123,256,5,13,T,T,F,T,8,17,0,38,Churned,F
K194770,yes,Female,20,CAT 200,1,ASAD90,1777,10,178,334,5,17,F,F,F,F,0,0,0,0,Churned,F
K194780,yes,Male,19,CAT 200,2,ASAD90,1583,10,158,121,5,6,T,T,T,F,8,17,29,0,Churned,F
K194790,yes,Female,25,CAT 200,0,S50,1211,10,121,898,5,45,T,T,T,T,12,18,26,41,Churned,F
K194800,yes,Female,20,CAT 200,0,ASAD90,1389,10,139,451,5,23,T,T,T,T,10,16,29,39,Churned,F
K194810,yes,Male,19,CAT 200,1,S50,853,10,85,134,5,7,T,T,T,T,9,18,32,36,Churned,F
K194820,yes,Male,20,CAT 200,0,ASAD170,638,10,64,314,5,16,T,T,T,T,11,21,28,39,Active,T
K194830,yes,Male,22,CAT 200,1,S50,828,10,83,266,5,13,F,F,T,T,0,0,25,36,Churned,F
K194840,yes,Male,16,CAT 200,2,ASAD90,2436,10,244,135,5,7,F,F,F,F,0,0,0,0,Churned,F
K194850,yes,Female,25,CAT 200,2,ASAD90,954,10,95,427,5,21,T,T,T,T,6,21,29,40,Churned,F
K194860,yes,Male,21,CAT 200,4,ASAD170,1726,10,173,501,5,25,T,T,T,T,8,20,29,38,Active,T
K194870,yes,Female,25,CAT 200,2,S50,1423,10,142,695,5,35,F,F,F,F,0,0,0,0,Churned,F
K194880,yes,Male,20,CAT 200,2,ASAD90,1109,10,111,344,5,17,F,F,F,F,0,0,0,0,Churned,F
K194890,yes,Male,14,CAT 200,2,ASAD170,1439,10,144,186,5,9,F,F,F,F,0,0,0,0,Active,T
K194900,yes,Female,17,CAT 200,2,S50,2123,10,212,450,5,23,T,T,T,T,4,21,33,41,Churned,F
K194910,yes,Female,17,CAT 200,2,ASAD90,1123,10,112,472,5,24,T,T,T,F,10,21,29,0,Churned,F
K194920,yes,Female,25,CAT 200,1,S50,1175,10,118,240,5,12,F,F,F,F,0,0,0,0,Churned,F
K194930,yes,Male,21,CAT 200,1,ASAD90,646,10,65,254,5,13,F,F,F,F,0,0,0,0,Churned,F
K194940,yes,Male,16,CAT 200,2,ASAD90,711,10,71,294,5,15,F,F,F,F,0,0,0,0,Churned,F
K194950,yes,Male,19,CAT 200,1,ASAD170,1597,10,160,338,5,17,T,T,F,T,9,17,0,41,Active,T
K194960,yes,Male,21,CAT 200,0,ASAD90,936,10,94,179,5,9,F,F,F,T,0,0,0,41,Churned,F
K194970,yes,Female,25,CAT 200,1,S50,975,10,98,543,5,27,T,F,T,T,12,0,31,39,Churned,F
K194980,yes,Female,22,CAT 200,7,ASAD90,626,10,63,520,5,26,T,T,F,T,12,19,0,38,Churned,F
K194990,yes,Male,13,CAT 200,2,ASAD90,766,10,77,576,5,29,T,T,T,T,9,20,27,42,Churned,F
K195000,yes,Female,13,CAT 200,0,ASAD90,1560,10,156,471,5,24,F,F,F,F,0,0,0,0,Churned,F
K195010,yes,Male,24,CAT 200,3,ASAD90,1195,10,120,394,5,20,T,T,T,F,9,21,30,0,Churned,F
K195020,yes,Male,18,CAT 200,1,S50,795,10,80,317,5,16,T,T,T,T,6,22,30,40,Churned,F
K195030,yes,Male,22,CAT 200,1,ASAD90,1363,10,136,79,5,4,F,F,F,F,0,0,0,0,Churned,F
K195040,yes,Male,19,CAT 200,9,ASAD170,1285,10,129,465,5,23,F,F,F,F,0,0,0,0,Active,T
K195050,yes,Male,21,CAT 200,1,ASAD90,1346,10,135,495,5,25,T,T,T,T,12,20,28,45,Churned,F
K195060,yes,Male,19,CAT 200,0,ASAD170,1084,10,108,192,5,10,T,T,F,T,12,17,0,40,Active,T
K195070,yes,Male,24,CAT 200,1,S50,1322,10,132,231,5,12,F,T,T,T,0,20,31,38,Active,T
K195080,yes,Female,20,CAT 200,0,S50,1139,10,114,151,5,8,T,T,T,T,6,24,31,43,Churned,F
K195090,yes,Female,14,CAT 200,2,ASAD90,1235,10,124,256,5,13,T,F,T,T,9,0,32,37,Churned,F
K195100,yes,Female,16,CAT 200,2,ASAD90,991,10,99,374,5,19,F,F,F,F,0,0,0,0,Churned,F
K195110,yes,Female,24,CAT 200,2,S50,821,10,82,273,5,14,T,F,F,F,11,0,0,0,Churned,F
K195120,yes,Male,25,CAT 200,0,ASAD90,1504,10,150,436,5,22,T,T,T,T,9,20,31,41,Churned,F
K195130,yes,Male,13,CAT 200,4,ASAD90,1156,10,116,563,5,28,T,T,T,T,7,19,29,39,Churned,F
K195140,yes,Female,25,CAT 200,1,ASAD170,893,10,89,400,5,20,F,F,F,F,0,0,0,0,Active,T
K195150,yes,Male,18,CAT 200,0,S50,1064,10,106,324,5,16,T,T,T,T,7,19,28,40,Churned,F
K195160,yes,Female,20,CAT 200,8,ASAD90,995,10,99,104,5,5,F,T,T,T,0,19,30,35,Churned,F
