CUSTOMER_ID,AGE,INCOME,PAID_BACK_LOAN
customer_24124,36,81,T
customer_24126,63,58,T
customer_24128,100,4,T
customer_24131,99,66,T
customer_24132,1,75,T
customer_24133,2,9,T
customer_24136,28,82,T
customer_24137,55,38,T
customer_24138,89,79,T
customer_24139,65,5,T
customer_24140,33,91,T
customer_24141,42,63,T
customer_24142,26,99,T
customer_24144,37,94,T
customer_24151,56,73,T
customer_24155,13,43,T
customer_24160,88,56,T
customer_24162,39,76,T
customer_24170,68,80,T
customer_24172,56,61,T
customer_24174,63,52,T
customer_24177,90,94,T
customer_24179,47,34,T
customer_24180,97,45,T
customer_24183,27,7,T
customer_24185,48,91,T
customer_24186,1,16,T
customer_24188,98,89,T
customer_24189,88,85,T
customer_24190,60,87,T
customer_24191,67,60,T
customer_24192,47,5,T
customer_24195,12,78,T
customer_24197,37,7,T
customer_24200,91,2,T
customer_24202,9,69,T
customer_24217,85,44,T
customer_24218,69,63,T
customer_24221,13,83,T
customer_24222,41,40,T
customer_24223,92,98,T
customer_24227,14,53,T
customer_24229,90,44,T
customer_24231,62,96,T
customer_24235,73,99,T
customer_24236,31,93,T
customer_24237,40,5,T
customer_24239,98,35,T
customer_24241,63,51,T
customer_24243,17,60,T
customer_24244,86,50,T
customer_24246,27,94,T
customer_24252,61,99,T
customer_24257,82,91,T
customer_24258,81,18,F
customer_24259,60,5,T
customer_24261,96,52,T
customer_24263,99,4,T
customer_24266,29,62,T
customer_24267,69,73,T
customer_24268,99,88,T
customer_24269,77,34,F
customer_24272,48,10,T
customer_24277,37,92,T
customer_24285,30,92,T
customer_24287,14,43,T
customer_24291,13,81,T
customer_24292,40,64,T
customer_24299,60,75,T
customer_24303,27,89,T
customer_24306,41,78,T
customer_24307,19,81,T
customer_24308,35,93,T
customer_24315,35,5,T
customer_24317,58,3,T
customer_24321,65,90,T
customer_24322,57,9,T
customer_24325,4,56,T
customer_24332,11,50,T
customer_24333,9,90,T
customer_24338,7,23,T
customer_24339,21,60,T
customer_24341,66,86,T
customer_24345,54,34,T
customer_24347,43,95,T
customer_24348,77,76,T
customer_24349,11,60,T
customer_24350,66,53,T
customer_24352,31,45,T
customer_24357,1,59,T
customer_24359,3,2,T
customer_24362,42,84,T
customer_24363,67,86,T
customer_24364,39,13,T
customer_24365,61,3,T
customer_24367,98,2,T
customer_24370,91,76,T
customer_24371,29,8,T
customer_24372,25,52,T
customer_24374,75,91,T
customer_24376,91,88,T
customer_24378,1,58,T
customer_24380,77,2,T
customer_24384,20,93,T
customer_24385,5,95,T
customer_24388,35,44,T
customer_24390,22,43,T
customer_24393,40,4,T
customer_24395,59,70,T
customer_24396,47,38,T
customer_24397,18,66,T
customer_24399,42,15,T
customer_24400,25,69,T
customer_24404,66,93,T
customer_24406,16,84,T
customer_24409,85,49,T
customer_24412,69,2,T
customer_24413,73,90,T
customer_24414,53,18,T
customer_24417,20,69,T
customer_24419,73,21,F
customer_24420,16,4,T
customer_24421,100,35,T
customer_24422,57,68,T
customer_24429,52,67,T
customer_24430,63,98,T
customer_24433,26,54,T
customer_24434,53,88,T
customer_24437,58,87,T
customer_24440,52,100,T
customer_24444,74,96,T
customer_24452,93,50,T
customer_24454,1,81,T
customer_24461,7,36,T
customer_24462,63,51,T
customer_24464,7,22,T
customer_24470,1,93,T
customer_24471,4,9,T
customer_24472,53,57,F
customer_24474,94,62,T
customer_24478,49,73,T
customer_24479,1,7,T
customer_24482,27,68,T
customer_24483,21,4,T
customer_24487,18,78,T
customer_24489,61,78,T
customer_24497,46,25,T
customer_24500,59,95,T
customer_24516,33,75,T
customer_24517,74,97,T
customer_24523,39,74,T
customer_24524,97,63,T
customer_24529,81,85,T
customer_24530,47,6,T
customer_24533,95,11,T
customer_24534,39,89,T
customer_24536,47,15,T
customer_24540,67,46,T
customer_24541,54,81,T
customer_24542,62,59,T
customer_24546,25,82,T
customer_24548,50,69,T
customer_24550,79,1,T
customer_24551,76,72,T
customer_24556,2,92,T
customer_24557,11,84,T
customer_24559,83,62,T
customer_24562,48,65,T
customer_24565,6,38,T
customer_24567,27,76,T
customer_24569,42,44,T
customer_24570,73,7,F
customer_24572,8,70,T
customer_24573,56,81,T
customer_24584,69,87,T
customer_24587,82,2,T
customer_24588,39,39,T
customer_24590,96,42,T
customer_24591,62,87,T
customer_24595,99,85,T
customer_24596,28,4,T
customer_24597,34,79,T
customer_24598,65,59,T
customer_24600,41,64,T
customer_24602,11,25,F
customer_24606,59,39,T
customer_24609,8,30,T
customer_24613,26,28,F
customer_24616,4,92,T
customer_24617,20,85,T
customer_24618,75,58,T
customer_24619,24,99,T
customer_24620,76,4,T
customer_24623,36,97,T
customer_24625,34,87,T
customer_24627,93,62,T
customer_24629,7,67,T
customer_24630,13,86,T
customer_24631,45,96,T
customer_24636,50,7,T
customer_24637,93,51,T
customer_24640,99,45,T
customer_24643,31,46,T
customer_24644,56,4,T
customer_24649,69,58,T
customer_24655,89,7,T
customer_24659,26,60,T
customer_24665,34,73,T
customer_24666,12,12,T
customer_24670,84,53,T
customer_24673,40,14,T
customer_24678,60,51,T
customer_24679,30,47,T
customer_24680,7,36,T
customer_24688,25,63,T
customer_24692,51,100,T
customer_24695,36,8,T
customer_24696,62,76,T
customer_24697,93,37,T
customer_24699,83,80,T
customer_24700,45,18,T
customer_24701,43,61,T
customer_24707,91,3,T
customer_24708,41,100,T
customer_24711,59,59,T
customer_24713,37,46,T
customer_24717,17,100,T
customer_24718,79,66,T
customer_24719,56,37,T
customer_24723,53,97,T
customer_24725,81,91,T
customer_24726,34,67,T
customer_24728,59,41,T
customer_24730,46,66,T
customer_24732,2,75,T
customer_24733,70,61,T
customer_24735,99,15,T
customer_24738,96,7,T
customer_24739,36,48,T
customer_24740,47,21,T
customer_24742,13,70,T
customer_24746,99,86,T
customer_24748,9,46,T
customer_24749,14,20,F
customer_24754,70,49,T
customer_24755,55,28,T
customer_24757,91,38,T
customer_24758,23,4,T
customer_24760,65,65,T
customer_24761,100,46,T
customer_24766,43,20,T
customer_24768,86,70,T
customer_24769,52,88,T
customer_24771,16,77,T
customer_24774,35,99,T
customer_24776,27,64,T
customer_24785,20,96,T
customer_24786,78,89,T
customer_24787,81,4,T
customer_24788,38,58,T
customer_24793,78,78,T
customer_24795,48,17,T
customer_24797,51,82,T
customer_24799,93,77,T
customer_24802,16,51,T
customer_24817,29,7,T
customer_24824,57,84,T
customer_24828,8,77,T
customer_24829,9,7,T
customer_24830,13,79,T
customer_24831,49,94,T
customer_24836,32,76,T
customer_24837,95,34,T
customer_24839,51,75,T
customer_24842,35,63,T
customer_24843,14,6,T
customer_24844,31,69,T
customer_24847,19,5,T
customer_24848,4,80,T
customer_24849,52,81,T
customer_24851,29,66,T
customer_24852,24,97,T
customer_24854,21,5,T
customer_24858,8,21,T
customer_24861,52,26,T
customer_24862,24,76,T
customer_24863,93,5,T
customer_24864,36,88,T
customer_24866,12,89,T
customer_24867,70,94,T
customer_24868,43,39,T
customer_24869,95,56,T
customer_24871,27,18,F
customer_24873,12,2,T
customer_24875,61,63,T
customer_24877,27,54,T
customer_24878,16,53,T
customer_24880,81,73,T
customer_24882,6,62,T
customer_24884,71,63,T
customer_24885,77,2,T
customer_24889,42,14,T
customer_24892,100,52,T
customer_24894,53,72,T
customer_24895,11,44,T
customer_24898,25,2,T
customer_24901,92,72,T
customer_24903,22,98,T
customer_24904,51,25,T
customer_24906,56,4,T
customer_24909,90,95,T
customer_24910,46,97,T
customer_24917,8,66,T
customer_24918,38,48,T
customer_24924,94,6,T
customer_24927,84,51,T
customer_24928,53,28,T
customer_24929,35,100,T
customer_24932,33,10,F
customer_24934,71,77,T
customer_24935,4,59,T
customer_24947,67,6,T
customer_24951,46,94,T
customer_24952,43,63,T
customer_24953,19,47,T
customer_24954,28,68,T
customer_24959,89,71,T
customer_24960,92,37,T
customer_24961,46,23,T
customer_24964,89,94,T
customer_24965,88,73,T
customer_24966,30,92,T
customer_24967,57,76,T
customer_24969,24,90,T
customer_24974,95,97,T
customer_24977,86,91,T
customer_24980,93,50,T
customer_24981,58,73,T
customer_24982,3,41,T
customer_24984,18,58,T
customer_24989,5,68,T
customer_24991,72,76,T
customer_24996,24,44,T
customer_24997,8,17,T
customer_24999,54,78,T
customer_25001,13,79,T
customer_25003,20,73,T
customer_25004,54,60,T
customer_25010,7,82,T
customer_25011,2,38,T
customer_25012,97,87,T
customer_25013,88,84,T
customer_25015,91,6,T
customer_25019,78,61,T
customer_25023,43,77,T
customer_25025,22,41,F
customer_25028,48,63,T
customer_25031,49,5,T
customer_25032,18,96,T
customer_25033,63,63,T
customer_25038,54,95,T
customer_25039,30,2,T
customer_25043,85,43,T
customer_25044,29,69,T
customer_25047,34,73,T
customer_25048,79,84,T
customer_25051,98,97,T
customer_25056,4,52,T
customer_25057,96,100,T
customer_25058,83,48,T
customer_25059,83,61,T
customer_25060,47,60,T
customer_25061,56,5,T
customer_25063,80,52,T
customer_25064,39,3,T
customer_25069,25,91,T
customer_25070,22,77,T
customer_25072,81,98,T
customer_25080,70,100,T
customer_25081,7,74,T
customer_25083,58,44,T
customer_25085,35,69,T
customer_25089,51,77,T
customer_25091,94,53,T
customer_25092,27,62,T
customer_25093,15,85,T
customer_25094,41,59,T
customer_25095,82,52,T
customer_25098,95,44,T
customer_25100,14,74,T
customer_25101,51,20,T
customer_25104,2,85,T
customer_25105,1,30,T
customer_25106,28,48,T
customer_25109,11,11,T
customer_25115,12,57,T
customer_25116,14,55,T
customer_25118,33,81,T
customer_25123,69,82,T
customer_25127,59,100,T
customer_25132,9,52,T
customer_25133,62,63,T
customer_25137,82,7,F
customer_25138,55,16,T
customer_25141,86,69,T
customer_25144,9,4,T
customer_25150,66,51,T
customer_25151,89,73,T
customer_25153,53,92,T
customer_25154,43,22,T
customer_25156,92,64,T
customer_25160,79,89,T
customer_25166,36,90,T
customer_25172,93,53,T
customer_25176,84,32,F
customer_25182,90,56,T
customer_25183,48,2,T
customer_25187,15,1,T
customer_25192,1,34,T
customer_25198,13,31,F
customer_25199,1,100,T
customer_25201,19,70,T
customer_25204,61,91,T
customer_25205,91,1,T
customer_25206,11,80,T
customer_25207,80,45,T
customer_25208,40,6,T
customer_25215,49,55,F
customer_25217,71,54,T
customer_25218,50,88,T
customer_25223,64,53,T
customer_25225,43,90,T
customer_25226,54,69,T
customer_25228,43,74,T
customer_25232,12,49,T
customer_25234,93,69,T
customer_25237,22,87,T
customer_25239,42,95,T
customer_25240,80,62,T
customer_25243,1,53,T
customer_25247,2,69,T
customer_25252,77,95,T
customer_25255,46,100,T
customer_25256,92,37,T
customer_25260,67,75,T
customer_25261,96,59,T
customer_25262,21,48,T
customer_25264,50,37,T
customer_25266,5,99,T
customer_25269,61,43,T
customer_25271,27,67,T
customer_25272,8,35,T
customer_25275,55,9,T
customer_25276,11,10,T
customer_25277,13,80,T
customer_25278,14,89,T
customer_25279,98,7,T
customer_25280,29,83,T
customer_25281,57,65,T
customer_25283,83,74,T
customer_25292,6,25,T
customer_25293,5,59,T
customer_25295,93,67,T
customer_25298,19,1,T
customer_25301,42,74,T
customer_25302,7,45,T
customer_25303,79,47,T
customer_25306,78,93,T
customer_25307,53,85,T
customer_25309,56,48,F
customer_25312,13,78,T
customer_25313,48,13,T
customer_25314,30,25,F
customer_25316,86,61,T
customer_25323,39,10,T
customer_25327,20,82,T
customer_25332,96,8,T
customer_25333,52,72,T
customer_25334,86,87,T
customer_25337,45,71,T
customer_25338,37,67,T
customer_25342,17,83,T
customer_25349,47,24,T
customer_25350,97,78,T
customer_25352,62,45,T
customer_25354,67,5,T
customer_25358,49,34,T
customer_25359,61,10,T
customer_25360,84,6,T
customer_25362,89,100,T
customer_25365,7,72,T
customer_25368,16,97,T
customer_25371,61,7,T
customer_25372,70,63,T
customer_25373,65,72,T
customer_25374,18,86,T
customer_25376,85,79,T
customer_25381,100,68,T
customer_25382,87,68,T
customer_25383,55,70,T
customer_25385,72,28,F
customer_25387,10,65,T
customer_25389,41,97,T
customer_25390,31,77,T
customer_25391,90,78,T
customer_25393,8,98,T
customer_25397,43,7,T
customer_25398,94,51,T
customer_25399,14,58,T
customer_25406,52,81,T
customer_25408,57,39,T
customer_25409,39,65,T
customer_25410,89,62,T
customer_25412,29,8,T
customer_25418,9,39,T
customer_25420,66,44,T
customer_25424,89,57,T
customer_25427,10,4,T
customer_25428,91,64,T
customer_25430,11,92,T
customer_25432,13,38,T
customer_25436,31,86,T
customer_25441,35,35,F
customer_25442,58,72,T
customer_25446,17,54,T
customer_25447,52,67,T
customer_25454,24,93,T
customer_25455,73,54,T
customer_25457,91,62,T
customer_25458,47,2,T
customer_25463,87,59,T
customer_25464,69,22,F
customer_25466,8,17,T
customer_25467,46,67,T
customer_25470,80,89,T
customer_25471,38,75,T
customer_25477,100,31,T
customer_25478,58,11,T
customer_25483,48,24,T
customer_25486,96,34,T
customer_25487,63,88,T
customer_25496,62,90,T
customer_25497,6,67,T
customer_25503,48,97,T
customer_25504,43,2,T
customer_25505,57,76,T
customer_25506,59,68,T
customer_25507,44,26,T
customer_25518,90,99,T
customer_25519,64,47,T
customer_25521,22,82,T
customer_25522,99,97,T
customer_25527,39,7,T
customer_25536,32,60,T
customer_25538,39,61,T
customer_25539,55,75,T
customer_25540,23,59,T
customer_25541,45,62,T
customer_25542,77,47,T
customer_25546,73,49,T
customer_25547,83,53,T
customer_25552,28,57,T
customer_25560,16,85,T
customer_25562,49,15,T
customer_25565,100,1,T
customer_25566,70,75,T
customer_25567,56,53,F
customer_25568,5,55,T
customer_25572,29,82,T
customer_25573,25,57,T
customer_25578,89,94,T
customer_25579,74,88,T
customer_25580,33,78,T
customer_25582,41,37,T
customer_25585,10,23,F
customer_25587,97,64,T
customer_25591,37,86,T
customer_25593,72,1,T
customer_25594,69,97,T
customer_25597,34,48,T
customer_25598,33,48,T
customer_25601,92,10,T
customer_25602,65,62,T
customer_25603,34,62,T
customer_25604,59,62,T
customer_25606,25,66,T
customer_25609,48,99,T
customer_25611,89,44,T
customer_25613,7,65,T
customer_25614,42,81,T
customer_25615,10,16,T
customer_25617,99,16,T
customer_25620,65,51,T
customer_25621,43,78,T
customer_25625,71,69,T
customer_25627,41,65,T
customer_25629,64,42,T
customer_25633,11,41,T
customer_25634,95,94,T
customer_25637,77,64,T
customer_25641,80,56,T
customer_25647,8,82,T
customer_25649,30,96,T
customer_25650,22,70,T
customer_25652,83,76,T
customer_25655,51,74,T
customer_25656,31,98,T
customer_25657,39,36,T
customer_25660,40,19,F
customer_25665,66,1,T
customer_25666,23,6,T
customer_25668,3,80,T
customer_25671,100,63,T
customer_25672,99,8,T
customer_25673,56,53,F
customer_25676,24,55,T
customer_25678,97,20,T
customer_25679,49,24,T
customer_25680,49,64,T
customer_25684,33,50,T
customer_25686,2,12,T
customer_25688,81,93,T
customer_25693,40,34,T
customer_25697,30,49,T
customer_25701,54,22,T
customer_25703,74,15,F
customer_25706,96,57,T
customer_25707,33,49,T
customer_25709,89,97,T
customer_25711,69,87,T
customer_25712,21,71,T
customer_25714,95,97,T
customer_25716,91,74,T
customer_25718,46,30,T
customer_25720,66,61,T
customer_25721,34,58,T
customer_25725,53,32,T
customer_25726,60,93,T
customer_25728,8,21,T
customer_25732,39,13,T
customer_25740,63,100,T
customer_25743,48,26,T
customer_25747,70,96,T
customer_25748,42,20,T
customer_25754,94,4,T
customer_25756,52,74,T
customer_25757,96,33,T
customer_25759,65,86,T
customer_25767,61,56,T
customer_25771,59,14,F
customer_25772,89,99,T
customer_25776,76,77,T
customer_25777,80,68,T
customer_25781,12,96,T
customer_25783,96,72,T
customer_25786,2,41,T
customer_25787,10,59,T
customer_25788,33,60,T
customer_25790,18,41,T
customer_25795,54,39,T
customer_25798,55,100,T
customer_25799,84,62,T
customer_25800,58,99,T
customer_25803,97,2,T
customer_25806,93,89,T
customer_25807,71,39,F
customer_25808,40,40,T
customer_25812,99,65,T
customer_25813,67,98,T
customer_25816,56,95,T
customer_25817,32,59,T
customer_25822,32,75,T
customer_25826,8,86,T
customer_25828,87,43,T
customer_25830,39,97,T
customer_25835,49,3,T
customer_25838,28,2,T
customer_25844,58,11,T
customer_25847,19,68,T
customer_25850,100,84,T
customer_25852,17,57,T
customer_25853,67,90,T
customer_25855,80,97,T
customer_25859,8,100,T
customer_25860,46,85,T
customer_25861,34,63,T
customer_25862,41,97,T
customer_25865,79,50,T
customer_25866,32,59,T
customer_25868,78,70,T
customer_25874,82,49,T
customer_25878,60,65,T
customer_25881,66,28,F
customer_25883,97,79,T
customer_25886,27,5,T
customer_25890,60,81,T
customer_25892,5,56,T
customer_25894,25,45,T
customer_25900,32,88,T
customer_25902,82,16,F
customer_25903,6,57,T
customer_25906,32,92,T
customer_25912,43,63,T
customer_25914,44,94,T
customer_25917,27,87,T
customer_25919,29,62,T
customer_25920,96,4,T
customer_25925,3,73,T
customer_25926,63,76,T
customer_25927,65,42,F
customer_25930,29,93,T
customer_25931,7,20,T
customer_25934,7,4,T
customer_25937,89,41,T
customer_25938,44,10,T
customer_25945,61,38,F
customer_25949,64,91,T
customer_25950,99,81,T
customer_25952,39,51,T
customer_25954,1,62,T
customer_25957,96,24,T
customer_25958,64,83,T
customer_25961,28,55,T
customer_25963,12,83,T
customer_25966,83,56,T
customer_25968,86,43,T
customer_25969,95,42,T
customer_25973,25,99,T
customer_25977,44,92,T
customer_25978,99,94,T
customer_25980,6,53,T
customer_25981,79,82,T
customer_25983,99,26,T
customer_25985,24,89,T
customer_25987,47,30,T
customer_25990,6,38,T
customer_25992,72,66,T
customer_25993,71,57,T
customer_25994,83,81,T
customer_25995,4,27,T
customer_25999,21,100,T
customer_26001,66,87,T
customer_26002,63,58,T
customer_26007,92,50,T
customer_26008,14,3,T
customer_26016,48,77,T
customer_26017,40,99,T
customer_26024,84,2,T
customer_26026,1,68,T
customer_26027,80,3,T
customer_26029,5,39,T
customer_26032,55,23,T
customer_26036,33,53,T
customer_26038,75,95,T
customer_26041,98,78,T
customer_26044,59,5,T
customer_26046,28,43,T
customer_26047,85,68,T
customer_26048,35,41,T
customer_26050,99,100,T
customer_26051,42,95,T
customer_26054,53,14,T
customer_26056,5,79,T
customer_26063,10,95,T
customer_26068,1,43,T
customer_26069,41,45,T
customer_26070,95,21,T
customer_26071,35,55,T
customer_26075,88,85,T
customer_26079,99,14,T
customer_26083,38,91,T
customer_26085,71,82,T
customer_26087,51,88,T
customer_26088,42,42,T
customer_26089,98,69,T
customer_26096,5,78,T
customer_26097,58,59,T
customer_26106,92,91,T
customer_26107,15,61,T
customer_26108,28,79,T
customer_26110,77,72,T
customer_26114,21,98,T
customer_26115,29,83,T
customer_26121,10,6,T
customer_26126,74,78,T
customer_26129,34,98,T
customer_26140,63,51,T
customer_26144,96,62,T
customer_26146,9,40,T
customer_26149,15,41,T
customer_26151,2,28,T
customer_26155,1,58,T
customer_26156,89,10,T
customer_26160,80,51,T
customer_26170,9,47,T
customer_26171,7,66,T
customer_26174,6,75,T
customer_26175,40,100,T
customer_26178,87,53,T
customer_26180,2,97,T
customer_26181,28,50,T
customer_26182,18,98,T
customer_26185,66,64,T
customer_26186,28,76,T
customer_26187,44,86,T
customer_26188,56,14,T
customer_26191,15,72,T
customer_26192,5,70,T
customer_26195,35,45,T
customer_26197,47,12,T
customer_26199,75,93,T
customer_26203,60,52,T
customer_26204,62,3,T
customer_26206,66,64,T
customer_26207,50,97,T
customer_26208,35,52,T
customer_26209,38,12,T
customer_26212,82,72,T
customer_26218,14,69,T
customer_26220,71,68,T
customer_26221,47,3,T
customer_26224,23,75,T
customer_26226,18,36,F
customer_26229,56,39,T
customer_26232,57,91,T
customer_26234,99,5,T
customer_26235,16,66,T
customer_26236,49,68,T
customer_26237,64,92,T
customer_26240,3,78,T
customer_26244,63,81,T
customer_26245,99,84,T
customer_26246,50,45,F
customer_26247,40,1,T
customer_26248,21,100,T
customer_26251,8,6,T
customer_26256,80,45,T
customer_26257,39,36,T
customer_26261,59,9,T
customer_26265,36,66,T
customer_26266,71,92,T
customer_26272,63,61,T
customer_26277,40,34,T
customer_26282,94,98,T
customer_26283,49,96,T
customer_26284,22,52,T
customer_26300,48,34,T
customer_26301,19,36,F
customer_26303,32,94,T
customer_26306,41,4,T
customer_26312,1,75,T
customer_26313,51,68,T
customer_26318,90,90,T
customer_26319,58,88,T
customer_26326,73,77,T
customer_26330,98,92,T
customer_26334,34,1,T
customer_26337,46,84,T
customer_26338,86,80,T
customer_26340,28,73,T
customer_26341,62,92,T
customer_26343,25,60,T
customer_26346,55,82,T
customer_26349,38,48,T
customer_26355,96,36,T
customer_26358,20,55,T
customer_26365,82,62,T
customer_26366,77,80,T
customer_26370,61,7,T
customer_26373,94,1,T
customer_26374,85,100,T
customer_26376,61,8,T
customer_26380,58,81,T
customer_26383,46,95,T
customer_26384,16,94,T
customer_26398,97,59,T
customer_26399,74,89,T
customer_26401,43,35,T
customer_26402,2,70,T
customer_26406,100,90,T
customer_26407,26,82,T
customer_26408,3,23,T
customer_26411,54,27,T
customer_26420,74,97,T
customer_26429,82,75,T
customer_26430,32,94,T
customer_26431,22,6,T
customer_26432,3,65,T
customer_26435,17,97,T
customer_26437,98,47,T
customer_26441,15,42,T
customer_26444,10,94,T
customer_26450,53,79,T
customer_26451,63,76,T
customer_26459,99,12,T
customer_26462,73,64,T
customer_26464,8,74,T
customer_26465,97,85,T
customer_26467,90,60,T
customer_26468,77,53,T
customer_26473,39,64,T
customer_26479,45,10,T
customer_26483,6,5,T
customer_26493,90,26,F
customer_26494,68,89,T
customer_26498,30,81,T
customer_26499,67,43,F
customer_26500,6,11,T
customer_26501,31,64,T
customer_26502,15,37,F
customer_26505,5,33,T
customer_26507,32,62,T
customer_26508,59,5,T
customer_26514,100,11,T
customer_26518,23,85,T
customer_26519,51,5,T
customer_26521,8,8,T
customer_26528,77,56,T
customer_26539,98,72,T
customer_26542,64,66,T
customer_26546,77,82,T
customer_26548,11,84,T
customer_26554,71,78,T
customer_26555,39,88,T
customer_26558,96,12,T
customer_26560,70,54,T
customer_26562,39,68,T
customer_26565,32,7,T
customer_26566,82,77,T
customer_26567,98,7,T
customer_26570,86,1,T
customer_26571,22,83,T
customer_26578,7,5,T
customer_26581,1,81,T
customer_26582,40,65,T
customer_26583,98,18,T
customer_26585,40,60,T
customer_26588,26,33,F
customer_26594,5,41,T
customer_26595,7,85,T
customer_26596,59,99,T
customer_26598,41,64,T
customer_26600,52,19,T
customer_26604,69,91,T
customer_26605,27,52,T
customer_26606,67,67,T
customer_26607,100,76,T
customer_26609,74,96,T
customer_26611,6,28,T
customer_26613,44,47,F
customer_26618,16,60,T
customer_26619,42,39,T
customer_26620,71,69,T
customer_26626,17,85,T
customer_26628,21,75,T
customer_26630,82,59,T
customer_26639,55,53,F
customer_26640,22,55,T
customer_26641,60,80,T
customer_26645,20,69,T
customer_26647,49,74,T
customer_26648,91,54,T
customer_26649,16,34,F
customer_26650,9,2,T
customer_26655,88,6,T
customer_26656,97,81,T
customer_26657,13,63,T
customer_26664,50,78,T
customer_26665,27,84,T
customer_26672,98,23,T
customer_26674,24,52,T
customer_26677,41,9,T
customer_26678,74,49,T
customer_26687,81,60,T
customer_26691,88,97,T
customer_26692,57,13,T
customer_26694,82,97,T
customer_26699,40,49,T
customer_26705,30,94,T
customer_26706,100,97,T
customer_26709,48,15,T
customer_26710,8,20,T
customer_26714,47,85,T
customer_26715,77,76,T
customer_26717,42,66,T
customer_26719,9,2,T
customer_26721,9,59,T
customer_26724,15,42,T
customer_26725,13,66,T
customer_26729,33,71,T
customer_26730,17,61,T
customer_26731,1,83,T
customer_26732,97,25,T
customer_26733,57,42,T
customer_26736,25,79,T
customer_26737,55,87,T
customer_26739,55,73,T
customer_26740,80,13,F
customer_26741,31,57,T
customer_26744,87,66,T
customer_26746,3,14,T
customer_26749,15,64,T
customer_26750,4,86,T
customer_26753,62,9,T
customer_26755,12,98,T
customer_26756,78,65,T
customer_26757,67,3,T
customer_26760,37,8,T
customer_26761,16,97,T
customer_26763,24,78,T
customer_26764,50,22,T
customer_26768,88,47,T
customer_26769,1,82,T
customer_26780,49,94,T
customer_26781,2,41,T
customer_26782,74,76,T
customer_26783,59,1,T
customer_26784,68,76,T
customer_26789,22,98,T
customer_26791,1,56,T
customer_26793,60,61,T
customer_26794,33,62,T
customer_26797,46,19,T
customer_26798,1,94,T
customer_26805,61,51,T
customer_26806,80,72,T
customer_26809,35,32,F
customer_26813,98,36,T
customer_26816,62,95,T
customer_26823,87,74,T
customer_26824,40,34,T
customer_26832,40,92,T
customer_26834,86,95,T
customer_26839,79,56,T
customer_26840,37,40,T
customer_26841,97,48,T
customer_26842,63,27,F
customer_26843,7,21,T
customer_26846,88,91,T
customer_26847,22,7,T
customer_26848,48,39,T
customer_26849,46,83,T
customer_26850,16,14,F
customer_26858,82,78,T
customer_26863,52,73,T
customer_26865,74,100,T
customer_26870,16,65,T
customer_26876,42,80,T
customer_26879,90,8,T
customer_26881,16,11,F
customer_26883,30,54,T
customer_26885,25,99,T
customer_26886,2,47,T
customer_26889,3,18,T
customer_26891,61,86,T
customer_26892,41,88,T
customer_26900,81,54,T
customer_26902,31,1,T
customer_26907,75,92,T
customer_26908,8,59,T
customer_26912,52,53,F
customer_26916,4,24,T
customer_26921,63,96,T
customer_26924,99,13,T
customer_26926,51,67,T
customer_26927,90,54,T
customer_26934,96,68,T
customer_26940,6,47,T
customer_26942,28,6,T
customer_26949,50,77,T
customer_26965,2,27,T
customer_26967,75,97,T
customer_26968,58,60,T
customer_26977,72,84,T
customer_26979,3,46,T
customer_26980,86,75,T
customer_26981,99,72,T
customer_26982,28,57,T
customer_26983,19,99,T
customer_26984,46,87,T
customer_26985,7,86,T
customer_26988,24,53,T
customer_26989,2,78,T
customer_26990,65,95,T
customer_26995,40,97,T
customer_26996,67,73,T
customer_26998,40,54,T
customer_27000,97,5,T
customer_27003,30,58,T
customer_27007,65,65,T
customer_27008,79,49,T
customer_27009,43,19,T
customer_27012,5,91,T
customer_27020,46,27,T
customer_27022,31,2,T
customer_27023,53,69,T
customer_27030,96,45,T
customer_27032,59,40,T
customer_27034,57,78,T
customer_27036,1,82,T
customer_27037,45,28,T
customer_27041,23,5,T
customer_27049,80,78,T
customer_27054,11,94,T
customer_27055,16,71,T
customer_27056,83,71,T
customer_27059,36,65,T
customer_27065,72,100,T
customer_27072,45,95,T
customer_27073,87,65,T
customer_27074,79,8,F
customer_27075,17,41,T
customer_27076,40,96,T
customer_27078,22,44,T
customer_27084,63,77,T
customer_27086,65,68,T
customer_27087,23,40,F
customer_27089,84,59,T
customer_27097,98,45,T
customer_27098,42,68,T
customer_27099,70,38,F
customer_27100,99,41,T
customer_27104,68,92,T
customer_27105,57,96,T
customer_27108,96,85,T
customer_27109,70,95,T
customer_27112,45,61,T
customer_27113,25,80,T
customer_27114,21,10,F
customer_27118,13,27,F
customer_27119,96,59,T
customer_27121,75,64,T
customer_27122,39,70,T
customer_27123,36,100,T
customer_27125,35,37,F
customer_27126,43,78,T
customer_27127,75,61,T
customer_27130,11,85,T
customer_27131,5,97,T
customer_27132,78,59,T
customer_27133,67,64,T
customer_27141,25,43,T
customer_27143,24,71,T
customer_27144,18,97,T
customer_27146,49,29,T
customer_27147,45,46,F
customer_27148,61,61,T
customer_27149,55,35,T
customer_27150,44,69,T
customer_27151,65,90,T
customer_27152,90,50,T
customer_27155,73,82,T
customer_27157,37,80,T
customer_27165,67,68,T
customer_27167,3,47,T
customer_27168,6,8,T
customer_27170,53,7,T
customer_27171,86,69,T
customer_27172,8,19,T
customer_27175,49,68,T
customer_27178,100,91,T
customer_27183,40,45,T
customer_27184,48,63,T
